Name,Website,Phone,Address,Rating,Reviews_Count,State,Location_Name,Latitude,Longitude,Search_Query,URL,Permanently_Closed,Category
Hotel Inn Rossio,http://www.innrossio.com/,+351213474976,"R. 1º de Dezembro 73, 1200-358 Lisboa, Portugal","3,8",,PT,R. 1º de Dezembro 73,38.7137357,-9.1403171,"Hotel de 3 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Hotel+Inn+Rossio/data=!4m10!3m9!1s0xd193380acf66c7d:0x7d2eac94a7188647!5m2!4m1!1i2!8m2!3d38.7137357!4d-9.1403171!16s%2Fg%2F1vc8323v!19sChIJfWz2rIAzGQ0RR4YYp5SsLn0?authuser=0&hl=pt-BR&rclk=1,No,
Residencial João XXI,https://residencialjoaoxxilisboa.com/,+351213155018,"R. Gomes Freire 179, 1150-177 Lisboa, Portugal","2,9",,PT,R. Gomes Freire 179,38.7273712,-9.1421994,"Hotel de 3 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Residencial+Jo%C3%A3o+XXI/data=!4m10!3m9!1s0xd193384abc52e99:0x402c933a00216ae!5m2!4m1!1i2!8m2!3d38.7273712!4d-9.1421994!16s%2Fg%2F1tdmg4g6!19sChIJmS7Fq4QzGQ0RrhYCoDPJAgQ?authuser=0&hl=pt-BR&rclk=1,No,
ibis Lisboa Parque das Naçoes,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=8501&merchantid=seo-maps-PT-8501&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,+351210730470,"R. do Mar Vermelho 1 07 2 2, Nº De Registo:4710, 1990-203 Lisboa, Portugal","4,2",,PT,Nº De Registo:4710,38.7711808,-9.0968477,"Hotel de 3 estrelas in Sintra, Portugal",https://www.google.com/maps/place/ibis+Lisboa+Parque+das+Na%C3%A7oes/data=!4m10!3m9!1s0xd193188d8ce8e13:0xbba5caa5bcd3eea2!5m2!4m1!1i2!8m2!3d38.7711808!4d-9.0968477!16s%2Fg%2F12q4vcgvy!19sChIJE47O2IgxGQ0Rou7TvKXKpbs?authuser=0&hl=pt-BR&rclk=1,No,
Draft Hostel & Rooms,https://www.drafthostelandrooms.com/,+351925988962,"R. dos Correeiros 70 4º, 1100-167 Lisboa, Portugal","4,2",,PT,R. dos Correeiros 70 4º,38.7107232,-9.1372066,"Hotel de 3 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Draft+Hostel+%26+Rooms/data=!4m10!3m9!1s0xd19353ac53e9cff:0x20d5244bc1afa81e!5m2!4m1!1i2!8m2!3d38.7107232!4d-9.1372066!16s%2Fg%2F11j251_j5m!19sChIJ_5w-xTo1GQ0RHqivwUsk1SA?authuser=0&hl=pt-BR&rclk=1,No,
Hotel Belém Tejo,,,"R. de Belém 28, 1300-084 Lisboa, Portugal","4,1",,PT,R. de Belém 28,38.697373,-9.202336,"Hotel in Sintra, Portugal",https://www.google.com/maps/place/Hotel+Bel%C3%A9m+Tejo/data=!4m10!3m9!1s0xd1ecb45480437a3:0x493d0260919605eb!5m2!4m1!1i2!8m2!3d38.697373!4d-9.202336!16s%2Fg%2F1tk_k_2h!19sChIJozcESEXLHg0R6wWWkWACPUk?authuser=0&hl=pt-BR&rclk=1,No,
B&B HOTEL Lisboa Oeiras,https://www.hotel-bb.com/es/hotel/lisboa-oeiras?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=lisboa_oeiras,+351211357779,"R. José Malhoa 18, 2780-046 Lisboa, Portugal","4,2",,PT,R. José Malhoa 18,38.69925,-9.304178,"Hotel in Sintra, Portugal",https://www.google.com/maps/place/B%26B+HOTEL+Lisboa+Oeiras/data=!4m10!3m9!1s0xd1ec934dcb6908b:0xecc3257d85d7f4f2!5m2!4m1!1i2!8m2!3d38.69925!4d-9.304178!16s%2Fg%2F11jyzggj13!19sChIJi5C23DTJHg0R8vTXhX0lw-w?authuser=0&hl=pt-BR&rclk=1,No,
Hotel Star inn Lisbon Aeroporto,https://www.hotelstarinn.com/lisboa/?lang=pt-pt,+351218425700,"Aeroporto Humberto Delgado, R. C 2, 1749-125 Lisboa, Portugal","4,3",,PT,R. C 2,38.7706041,-9.1251562,"Hotel in Sintra, Portugal",https://www.google.com/maps/place/Hotel+Star+inn+Lisbon+Aeroporto/data=!4m10!3m9!1s0xd193247230c687f:0x38b29e702b1363cf!5m2!4m1!1i2!8m2!3d38.7706041!4d-9.1251562!16s%2Fg%2F11c6cy6v8m!19sChIJf2gMI0cyGQ0Rz2MTK3Cesjg?authuser=0&hl=pt-BR&rclk=1,No,
Arribas Sintra Hotel,https://www.arribashotel.com/,+351939289050,"Av. Alfredo Coelho 28, 2705-329 Colares, Portugal","4,4",,PT,Av. Alfredo Coelho 28,38.8172513,-9.475624,"Hotel in Sintra, Portugal",https://www.google.com/maps/place/Arribas+Sintra+Hotel/data=!4m10!3m9!1s0xd1edc66de5e2867:0x2ab0b059fba3728e!5m2!4m1!1i2!8m2!3d38.8172513!4d-9.475624!16s%2Fg%2F1wrglfdj!19sChIJZyhe3mbcHg0RjnKj-1mwsCo?authuser=0&hl=pt-BR&rclk=1,No,
TRYP Lisboa Caparica Mar Hotel,http://www.tryplisboacaparica.com/,+351212918900,"Av. Gen. Humberto Delgado 47, 2829-506 Costa de Caparica, Portugal","4,2",,PT,Av. Gen. Humberto Delgado 47,38.641363,-9.2363597,"Hotel in Sintra, Portugal",https://www.google.com/maps/place/TRYP+Lisboa+Caparica+Mar+Hotel/data=!4m10!3m9!1s0xd1eca6050704afb:0x1055ad094a042556!5m2!4m1!1i2!8m2!3d38.641363!4d-9.2363597!16s%2Fg%2F1tdcn724!19sChIJ-0pwUGDKHg0RViUESgmtVRA?authuser=0&hl=pt-BR&rclk=1,No,
VIP Executive Art’s Hotel,https://www.viphotels.com/en/hotels/vip-executive-arts-in-lisbon/?partner=8189utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm,+351210020400,"Av. Dom João II 47, 1998-028 Lisboa, Portugal","4,2",,PT,Av. Dom João II 47,38.7726492,-9.097714,"Hotel in Sintra, Portugal",https://www.google.com/maps/place/VIP+Executive+Art%E2%80%99s+Hotel/data=!4m10!3m9!1s0xd1931896586fe2d:0xe4e915dd45c61b8!5m2!4m1!1i2!8m2!3d38.7726492!4d-9.097714!16s%2Fg%2F1thmm7tl!19sChIJLf6GZYkxGQ0RuGFc1F2RTg4?authuser=0&hl=pt-BR&rclk=1,No,
Hotel ibis Lisboa Sintra,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=3341&merchantid=seo-maps-PT-3341&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,+351211582730,"Av. Raul Solnado 23 23A, 2710-162 Sintra, Portugal","4,0",,PT,Av. Raul Solnado 23 23A,38.7802964,-9.3533832,"Hotel in Sintra, Portugal",https://www.google.com/maps/place/Hotel+ibis+Lisboa+Sintra/data=!4m10!3m9!1s0xd1ecfd6d482e4c7:0x8e8539a2f7ba8172!5m2!4m1!1i2!8m2!3d38.7802964!4d-9.3533832!16s%2Fg%2F1tnms_h3!19sChIJx-SC1NbPHg0RcoG696I5hY4?authuser=0&hl=pt-BR&rclk=1,No,
Immerso,https://immerso.pt/?utm_source=gmb&utm_medium=gmb,+351261104420,"R. Bica Da figueira, 2640-065 Santo Isidoro, Portugal","4,7",,PT,R. Bica Da figueira,39.0093585,-9.4074178,"Hotel de 5 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Immerso/data=!4m10!3m9!1s0xd1f27b7adf95a51:0x5a020162b1c09835!5m2!4m1!1i2!8m2!3d39.0093585!4d-9.4074178!16s%2Fg%2F11gnrvwbdl!19sChIJUVr5rbcnHw0RNZjAsWIBAlo?authuser=0&hl=pt-BR&rclk=1,No,
Fortaleza do Guincho,http://www.fortalezadoguincho.com/,+351214870491,"Estrada do Guincho 2413, 2750-642 Cascais, Portugal","4,7",,PT,Estrada do Guincho 2413,38.7282862,-9.476039,"Hotel de 5 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Fortaleza+do+Guincho/data=!4m10!3m9!1s0xd1ec3767276eb3b:0x97c00114c04a3f6d!5m2!4m1!1i2!8m2!3d38.7282862!4d-9.476039!16s%2Fg%2F119w75b36!19sChIJO-t2cnbDHg0RbT9KwBQBwJc?authuser=0&hl=pt-BR&rclk=1,No,
InterContinental Lisboa,https://www.iclisbonhotel.com/en/,+351213818700,"R. Castilho 149, 1070-050 Lisboa, Portugal","4,6",,PT,R. Castilho 149,38.726817,-9.1552236,"Hotel de 5 estrelas in Sintra, Portugal",https://www.google.com/maps/place/InterContinental+Lisboa/data=!4m10!3m9!1s0xd193371ebfea101:0x53c41f85b6f6ed6d!5m2!4m1!1i2!8m2!3d38.726817!4d-9.1552236!16s%2Fg%2F11b6pc0r18!19sChIJAaH-63EzGQ0Rbe32toUfxFM?authuser=0&hl=pt-BR&rclk=1,No,
Olissippo Lapa Palace Hotel,http://www.lapapalace.com/,+351213949494,"Rua do Pau de Bandeira 4, 1249-021 Lisboa, Portugal","4,8",,PT,Rua do Pau de Bandeira 4,38.7068315,-9.1638428,"Hotel de 5 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Olissippo+Lapa+Palace+Hotel/data=!4m10!3m9!1s0xd19349ec8cc8653:0x146cc1d431347711!5m2!4m1!1i2!8m2!3d38.7068315!4d-9.1638428!16s%2Fg%2F1tgwc50c!19sChIJU4bMyJ40GQ0REXc0MdTBbBQ?authuser=0&hl=pt-BR&rclk=1,No,
Mercure Lisboa Hotel,,,"Av. José Malhoa 23, 1099-051 Lisboa, Portugal","4,1",,PT,Av. José Malhoa 23,38.737689,-9.166072,"Hotel de 4 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Mercure+Lisboa+Hotel/data=!4m10!3m9!1s0xd19331673cdf0c3:0x660054d8de3df434!5m2!4m1!1i2!8m2!3d38.737689!4d-9.166072!16s%2Fg%2F1tjxgxwn!19sChIJw_DNcxYzGQ0RNPQ93thUAGY?authuser=0&hl=pt-BR&rclk=1,No,
Hotel Lagoas Park,https://www.tdhotels.com/portugal/hoteis-oeiras/lagoas-park-hotel,+351211109700,"R. Encosta das Lagoas 2, 2740-245 Porto Salvo, Portugal","4,5",,PT,R. Encosta das Lagoas 2,38.715219,-9.309443,"Hotel de 4 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Hotel+Lagoas+Park/data=!4m10!3m9!1s0xd1ecec483dd2849:0x95fc23aabafac6b5!5m2!4m1!1i2!8m2!3d38.715219!4d-9.309443!16s%2Fg%2F11cfbg3tg!19sChIJSSjdg8TOHg0Rtcb6uqoj_JU?authuser=0&hl=pt-BR&rclk=1,No,
BessaHotel Liberdade,https://liberdade.bessahotel.com/,+351213210500,"Av. da Liberdade 29, 1250-139 Lisboa, Portugal","4,6",,PT,Av. da Liberdade 29,38.7168583,-9.14345,"Hotel de 4 estrelas in Sintra, Portugal",https://www.google.com/maps/place/BessaHotel+Liberdade/data=!4m10!3m9!1s0xd19338198804073:0x6862534e1080544e!5m2!4m1!1i2!8m2!3d38.7168583!4d-9.14345!16s%2Fg%2F11b6gk2dh8!19sChIJc0CAmIEzGQ0RTlSAEE5TYmg?authuser=0&hl=pt-BR&rclk=1,No,
Lisbon Marriott Hotel,https://www.marriott.com/en-us/hotels/lispt-lisbon-marriott-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+351217235400,"Av. dos Combatentes 45, 1600-042 Lisboa, Portugal","4,3",,PT,Av. dos Combatentes 45,38.747256,-9.1643492,"Hotel de 4 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Lisbon+Marriott+Hotel/data=!4m10!3m9!1s0xd1933193228d665:0x9d10db22bf118f34!5m2!4m1!1i2!8m2!3d38.747256!4d-9.1643492!16s%2Fg%2F1hc5byv81!19sChIJZdYoMhkzGQ0RNI8RvyLbEJ0?authuser=0&hl=pt-BR&rclk=1,No,
Hotel Zenit Lisboa,https://lisboa.zenithoteles.com/?partner=8480&utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm,+351213102200,"Avenida 5 de Outubro 11, 1050-047 Lisboa, Portugal","4,2",,PT,Avenida 5 de Outubro 11,38.7331814,-9.147111,"Hotel de 4 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Hotel+Zenit+Lisboa/data=!4m10!3m9!1s0xd19337535eb49ed:0x5c4547b46217e94c!5m2!4m1!1i2!8m2!3d38.7331814!4d-9.147111!16s%2Fg%2F1tgljl3l!19sChIJ7UnrNXUzGQ0RTOkXYrRHRVw?authuser=0&hl=pt-BR&rclk=1,No,
The Lemon Tree,https://www.booking.com/Share-BPhmhE,,"R. das Portas de Santo Antão 18, 1150-043 Lisboa, Portugal","4,5",,PT,R. das Portas de Santo Antão 18,38.7154773,-9.1396979,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/The+Lemon+Tree/data=!4m10!3m9!1s0xd193319081163d7:0x71f2df14f2296f5c!5m2!4m1!1i2!8m2!3d38.7154773!4d-9.1396979!16s%2Fg%2F11vdp2kwt1!19sChIJ12MRCBkzGQ0RXG8p8hTf8nE?authuser=0&hl=pt-BR&rclk=1,No,
Casa do Telheiro,,+351937520322,"R. da Cruz nº 6, 2670-746 Lousa, Portugal","4,7",,PT,R. da Cruz nº 6,38.907913,-9.2165018,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Casa+do+Telheiro/data=!4m7!3m6!1s0xd1ed4e6f55d29c5:0x1f503b74afaf3b4d!8m2!3d38.907913!4d-9.2165018!16s%2Fg%2F11gb3p1k3p!19sChIJxSld9ebUHg0RTTuvr3Q7UB8?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Casa de Educaçao Campus,,,"R. Guilherme Anjos 10, 1350-157 Lisboa, Portugal","5,0",,PT,R. Guilherme Anjos 10,38.7190856,-9.1717493,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Casa+de+Educa%C3%A7ao+Campus/data=!4m7!3m6!1s0xd193300284fda93:0xf062dd5f96e77bb6!8m2!3d38.7190856!4d-9.1717493!16s%2Fg%2F11y3_h_qd7!19sChIJk9pPKAAzGQ0Rtnvnll_dYvA?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
JGVILLAS,,+351938957755,"R. dos Bombeiros Voluntários 12, 2655-246 Ericeira, Portugal","4,9",,PT,R. dos Bombeiros Voluntários 12,38.9671445,-9.4166015,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/JGVILLAS/data=!4m7!3m6!1s0xd1f271c82d5426d:0x9a341fbddb1825df!8m2!3d38.9671445!4d-9.4166015!16s%2Fg%2F11rkccg035!19sChIJbULVghwnHw0R3yUY270fNJo?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Airnb,,,"R. João Pinto Ribeiro 99 3 andar Esquerdo, 1800-233 Lisboa, Portugal","5,0",,PT,R. João Pinto Ribeiro 99 3 andar Esquerdo,38.7746479,-9.10122,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Airnb/data=!4m7!3m6!1s0xd193100703f1afd:0x82f02691513cd5b7!8m2!3d38.7746479!4d-9.10122!16s%2Fg%2F11y3rkg47b!19sChIJ_Ro_cAAxGQ0Rt9U8UZEm8II?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Lisboa,,,"CC de Sant'Ana 200, 1150-307 Lisboa, Portugal","5,0",1,PT,CC de Sant'Ana 200,38.7179213,-9.1390559,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Lisboa/data=!4m7!3m6!1s0xd1933002432cbcf:0x9ee0c090e5b8859!8m2!3d38.7179213!4d-9.1390559!16s%2Fg%2F11vyhh8yc3!19sChIJz8syJAAzGQ0RWYhbDgkM7gk?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Apartment Ajuda Tagus River View,,+351936437701,"Rua dos Quartéis 37, 1300-100 Lisboa, Portugal","4,9",,PT,Rua dos Quartéis 37,38.7028247,-9.1942858,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Apartment+Ajuda+Tagus+River+View/data=!4m10!3m9!1s0xd1ecb2eb5170d61:0x9f21674814bd7ab8!5m2!4m1!1i2!8m2!3d38.7028247!4d-9.1942858!16s%2Fg%2F11tx20h644!19sChIJYQ0XtS7LHg0RuHq9FEhnIZ8?authuser=0&hl=pt-BR&rclk=1,No,
Rua Francisco Pedro curado 8,,,"R. Francisco Pedro Curado 8, 1170-105 Lisboa, Portugal","3,0",1,PT,R. Francisco Pedro Curado 8,38.7273991,-9.1262417,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Rua+Francisco+Pedro+curado+8/data=!4m7!3m6!1s0xd1933000773929f:0x2b9a814a76c8f876!8m2!3d38.7273991!4d-9.1262417!16s%2Fg%2F11ml56mb6v!19sChIJn5JzBwAzGQ0RdvjIdkqBmis?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Apartamento Lisboa,,,"R. de São Pedro Mártir 52, 1100-177 Lisboa, Portugal","5,0",1,PT,R. de São Pedro Mártir 52,38.7147706,-9.1358241,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Apartamento+Lisboa/data=!4m7!3m6!1s0xd1933e23893136d:0x9b65a99895f3f9c4!8m2!3d38.7147706!4d-9.1358241!16s%2Fg%2F11vkr264h1!19sChIJbROTOOIzGQ0RxPnzlZipZZs?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Hotel,,,"Rua Dom João V 7, 1250-089 Lisboa, Portugal",,,PT,Rua Dom João V 7,38.7203102,-9.1573381,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Hotel/data=!4m7!3m6!1s0xd1933001ec3b48d:0x58c31ee43a628adc!8m2!3d38.7203102!4d-9.1573381!16s%2Fg%2F11ms4gvn3_!19sChIJjbTDHgAzGQ0R3IpiOuQew1g?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Cascais Sun Apartment,https://cascaissunapartment.traveleto.com/,+351969245823,"Portugal, Cascais, Tv. da Bela Vista, 邮政编码: 2750-642","4,8",,PT,邮政编码:,38.6998199,-9.4217046,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Cascais+Sun+Apartment/data=!4m10!3m9!1s0xd1ec55a8ef576b1:0x46580f369157f1c9!5m2!4m1!1i2!8m2!3d38.6998199!4d-9.4217046!16s%2Fg%2F11s_zn7wb9!19sChIJsXb1jlrFHg0RyfFXkTYPWEY?authuser=0&hl=pt-BR&rclk=1,No,
Place To Stay Flat N,,,"R. Carvalho Araújo 41, 1900-221 Lisboa, Portugal","2,8",,PT,R. Carvalho Araújo 41,38.7347653,-9.1313452,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Place+To+Stay+Flat+N/data=!4m10!3m9!1s0xd19338beb35db33:0xb981577807b06822!5m2!4m1!1i2!8m2!3d38.7347653!4d-9.1313452!16s%2Fg%2F11f61w1j_6!19sChIJM9s164szGQ0RImiwB3hXgbk?authuser=0&hl=pt-BR&rclk=1,No,
The Crespo House Lisbon,https://tripingguide.com/view-hotel?hotel=the-crespo-house-no-2-d-rooms-amp-stays-portugal,,"R. Gonçalves Crespo 33D, 1150-184 Lisboa, Portugal","1,6",,PT,R. Gonçalves Crespo 33D,38.727584,-9.1434144,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/The+Crespo+House+Lisbon/data=!4m10!3m9!1s0xd1933000dd126fd:0x681f2e10c3268d6!5m2!4m1!1i2!8m2!3d38.727584!4d-9.1434144!16s%2Fg%2F11z1_66cl7!19sChIJ_SbRDQAzGQ0R1mgyDOHygQY?authuser=0&hl=pt-BR&rclk=1,No,
VisitLisbon4fun Alfama 2,,,"Beco do Garcês 6 1ºDto, 1100-264 Lisboa, Portugal","5,0",1,PT,Beco do Garcês 6 1ºDto,38.7120038,-9.1295885,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/VisitLisbon4fun+Alfama+2/data=!4m10!3m9!1s0xd19355c9591da07:0x83c3fe284eaf99dc!5m2!4m1!1i2!8m2!3d38.7120038!4d-9.1295885!16s%2Fg%2F11stvftz6v!19sChIJB9qRlVw1GQ0R3JmvTij-w4M?authuser=0&hl=pt-BR&rclk=1,No,
Hostel,,,"R. São José 21B, 1150-295 Lisboa, Portugal",,,PT,R. São José 21B,38.7208498,-9.1445529,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Hostel/data=!4m7!3m6!1s0xd1933000caf9403:0xcc71ad306f153282!8m2!3d38.7208498!4d-9.1445529!16s%2Fg%2F11ltwsr7gm!19sChIJA5SvDAAzGQ0RgjIVbzCtccw?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Tiago’s Home,,,"R. Bartolomeu Dias 13A, 2855 Corroios, Portugal","5,0",1,PT,R. Bartolomeu Dias 13A,38.620619,-9.170881,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Tiago%E2%80%99s+Home/data=!4m7!3m6!1s0xd194b0028f550bd:0xc480b99732596f96!8m2!3d38.620619!4d-9.170881!16s%2Fg%2F11xzh3px_k!19sChIJvVD1KABLGQ0Rlm9ZMpe5gMQ?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Hotel Alm,,,"Av. Alm. Reis 188, 1000-055 Lisboa, Portugal","4,0",1,PT,Av. Alm. Reis 188,38.7376618,-9.1335977,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Hotel+Alm/data=!4m7!3m6!1s0xd19330064315807:0x33c1ffae1b9a2353!8m2!3d38.7376618!4d-9.1335977!16s%2Fg%2F11xt6v62qs!19sChIJB1gxZAAzGQ0RUyOaG67_wTM?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Casa De Monte Bom,https://www.instagram.com/casademontebom,,"R. do Ulmeiro 14, Santo Isidoro, Portugal","4,7",,PT,R. do Ulmeiro 14,38.988691,-9.3603244,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Casa+De+Monte+Bom/data=!4m7!3m6!1s0xd1f29004cd0ac0d:0x8b1ce60a57e27e93!8m2!3d38.988691!4d-9.3603244!16s%2Fg%2F11w322blyk!19sChIJDazQTAApHw0Rk37iVwrmHIs?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Toca da Branquinha e do Bravery,,,"R. Maria Amália Vaz de Carvalho 6, 1700-330 Lisboa, Portugal","5,0",1,PT,R. Maria Amália Vaz de Carvalho 6,38.7526835,-9.1387774,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Toca+da+Branquinha+e+do+Bravery/data=!4m7!3m6!1s0xd1933003e83cdb9:0xe62bf86ff77dc068!8m2!3d38.7526835!4d-9.1387774!16s%2Fg%2F11yv7ll6hl!19sChIJuc2DPgAzGQ0RaMB992_4K-Y?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Hostel,,,"R. Cruzado Osberno 1 8d, 1900-174 Lisboa, Portugal",,,PT,R. Cruzado Osberno 1 8d,38.724938,-9.116319,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Hostel/data=!4m7!3m6!1s0xd193382452abd4d:0x7847d67ac3c0d95c!8m2!3d38.724938!4d-9.116319!16s%2Fg%2F11t772_3zq!19sChIJTb0qRYIzGQ0RXNnAw3rWR3g?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar
Homing hotel,,,"1990-173 Lisboa, Portugal",,,PT,,38.7764106,-9.0925801,"Hospedagem domiciliar in Sintra, Portugal",https://www.google.com/maps/place/Homing+hotel/data=!4m10!3m9!1s0xd1931af8af86aad:0x8635658d5f9d49f1!5m2!4m1!1i2!8m2!3d38.7764106!4d-9.0925801!16s%2Fg%2F11r6s0l5x9!19sChIJrWr4iq8xGQ0R8UmdX41lNYY?authuser=0&hl=pt-BR&rclk=1,No,
Ibis Lisboa Jose Malhoa Hotel,,,"Av. José Malhoa 10, 1070-158 Lisboa, Portugal","4,2",,PT,Av. José Malhoa 10,38.737195,-9.162728,"Hotel de 2 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Ibis+Lisboa+Jose+Malhoa+Hotel/data=!4m10!3m9!1s0xd19331403832155:0x8453be8604178a22!5m2!4m1!1i2!8m2!3d38.737195!4d-9.162728!16s%2Fg%2F1wnbz878!19sChIJVSGDAxQzGQ0RIooXBIa-U4Q?authuser=0&hl=pt-BR&rclk=1,No,
Help Yourself Hostels - Carcavelos Coast,https://www.helpyourselfhostels.com/,+351915585595,"R. Eduardo Maria Rodrigues 324, 2775-566 Carcavelos, Portugal","3,3",,PT,R. Eduardo Maria Rodrigues 324,38.6883009,-9.3304162,"Hotel de 2 estrelas in Sintra, Portugal",https://www.google.com/maps/place/Help+Yourself+Hostels+-+Carcavelos+Coast/data=!4m10!3m9!1s0xd1ec8d09b1e5f67:0x3ae21a5c3ae2b6c5!5m2!4m1!1i2!8m2!3d38.6883009!4d-9.3304162!16s%2Fg%2F11dxc06tm6!19sChIJZ18em9DIHg0RxbbiOlwa4jo?authuser=0&hl=pt-BR&rclk=1,No,
Residencial João XXI,https://residencialjoaoxxilisboa.com/,+351213155018,"R. Gomes Freire 179, 1150-177 Lisboa, Portugal","2,9",,PT,R. Gomes Freire 179,38.727371,-9.142199,"Hospedaria in Cascais, Portugal",https://www.google.com/maps/place/Residencial+Jo%C3%A3o+XXI/data=!4m10!3m9!1s0xd19339c480fff95:0x402c933a00216ae!5m2!4m1!1i2!8m2!3d38.727371!4d-9.142199!16s%2Fg%2F1tdmg4g6!19sChIJlf8PSJwzGQ0RrhYCoDPJAgQ?authuser=0&hl=pt-BR&rclk=1,No,
Ibis Styles Lisboa Aeroporto,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B9Q0&merchantid=seo-maps-Portugal-B9Q0&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,+351210546200,"Avenida José Fonseca Carvalho Prior Velho, 2685-869 Lisboa, Portugal","4,3",,PT,Avenida José Fonseca Carvalho Prior Velho,38.789635,-9.125806,"Hospedaria in Cascais, Portugal",https://www.google.com/maps/place/Ibis+Styles+Lisboa+Aeroporto/data=!4m10!3m9!1s0xd193272fd9491ed:0xd9d55cbfe1888727!5m2!4m1!1i2!8m2!3d38.789635!4d-9.125806!16s%2Fg%2F11vzbx7b3g!19sChIJ7ZGU_XIyGQ0RJ4eI4b9c1dk?authuser=0&hl=pt-BR&rclk=1,No,
Hotel Roma,http://www.hotelroma.pt/?partner=7649,+351217932244,"Av. de Roma 33, 1749-074 Lisboa, Portugal","4,2",,PT,Av. de Roma 33,38.745749,-9.140292,"Hotel de 3 estrelas in Cascais, Portugal",https://www.google.com/maps/place/Hotel+Roma/data=!4m10!3m9!1s0xd1933a8ca79ca47:0xa4fb2239ba924d2b!5m2!4m1!1i2!8m2!3d38.745749!4d-9.140292!16s%2Fg%2F1tkr0jr3!19sChIJR8p5yqgzGQ0RK02Sujki-6Q?authuser=0&hl=pt-BR&rclk=1,No,
