No.,Công ty,Chức danh,Người liên hệ,SĐT,Liên Hệ,Email,Liên Hệ mail,Địa chỉ,Lương,Ngày đăng,Hạn tuyển,Check gửi,Last Subject,Last Body HTML,Trạng thái Reply,Lần Follow-up,Ngày Follow-up gần nhất,Mailbox đã dùng,Category
216,鴻捷營造有限公司,,,'056936175,http://hong-jie.com.tw/,hjhj25020313@gmail.com,,638台灣雲林縣麥寮鄉麥豐村華興路13巷4號,,,,,,,,0,,,Công ty xây dựng
217,宏霖建設,,,'0227598866,https://honglin-group.com/,service@honglin.group,,11085台灣臺北市信義區安康里松德路171號12號樓之5,,,,,,,,0,,,Công ty xây dựng
218,泓樹建設股份有限公司,,,'0422365858,https://www.hong-shu.com.tw/,hongshu@hong-shu.com.tw,,404台灣臺中市北區賴福里太原路二段86號12樓之3,,,,,,,,0,,,Công ty xây dựng
219,鴻旭企業行(高雄房屋整修),,,'077433890,http://www.honsheu.com.tw/,broncoma@hotmail.com,,830台灣高雄市鳳山區中和里中和街242號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
220,合利營造有限公司（常裕營造）,,,'078063094,https://hoplee.com.tw/,cyoffice.tw@gmail.com,,812台灣高雄市小港區店鎮里長興街23號,,,,,,,,0,,,Công ty xây dựng
221,竑祥有限公司,,,'0937734635,https://www.hoxiang.com.tw/Products.html,a601.b489@msa.hinet.net,,351台灣苗栗縣頭份市中興里中央路176號8樓,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
222,鴻山建設有限公司,,,'0425159929,http://www.hpccl.com.tw/,cgmail.i88@msa.hinet.net,,420台灣臺中市豐原區西湳里豐原大道七段1號,,,,,,,,0,,,Công ty xây dựng
223,丞石建築開發股份有限公司,,,'0227713778,http://honor-home.com.tw/,thechairman.honor@gmail.com,,105台灣臺北市松山區美仁里南京東路四段16號10 樓 b 室,,,,,,,,0,,,Công ty xây dựng
224,興亞營造工程股份有限公司,,,'0426282888,https://hsing-ya.com.tw/,juping@hsing-ya.com.tw,,436台灣臺中市清水區南社里中華路151-2號8樓,,,,,,,,0,,,Công ty xây dựng
225,江林營造有限公司,,,'0492316128,https://hsjl.com.tw/,jl25183316@gmail.com,,"148號, 府南二路嘉興里南投市南投縣台灣 540",,,,,,,,0,,,Công ty xây dựng
226,樺懋建設/興懋營造/敦上開發/樺興機電股份有限公司,,,'0422589929,http://www.hua-mao.com.tw/,hm@hua-mao.com.tw,,407台灣臺中市西屯區潮洋里市政北二路282號16樓之6,,,,,,,,0,,,Công ty xây dựng
227,華峰建設開發股份有限公司,,,'0225416988,http://www.huafong.com.tw/,service@huafong.com.tw,,104台灣臺北市中山區聚葉里中山北路二段129號4號樓之1,,,,,,,,0,,,Công ty xây dựng
228,新業建設股份有限公司,,,'0424623326,http://www.hsinyeh.com/,service@hsinyeh.com,,407台灣臺中市西屯區福安里安和路168號11樓之1,,,,,,,,0,,,Công ty xây dựng
229,華盛營建工程股份有限公司,,,'077216942,http://www.hsecg.com/,contactus@hsecg.com,,"5樓, No. 7號家齊路正言里苓雅區高雄市台灣 802",,,,,,,,0,,,Công ty xây dựng
230,皇程建設股份有限公司,,,'039557567,https://huangcheng.ete168.tw/,111huangchen@gmail.com,,268台灣宜蘭縣五結鄉四結村隆昌路10號,,,,,,,,0,,,Công ty xây dựng
231,皇龍建設股份有限公司,,,'062907308,http://huanglong.com.tw/,service@huanglong.com.tw,,701台灣臺南市東區崇善里仁和路56號,,,,,,,,0,,,Công ty xây dựng
232,匯成建設,,,'072273730,http://www.hueychen.com.tw/,hueychen@ms13.hinet.net,,800台灣高雄市新興區光耀里民生一路56號18號樓之2,,,,,,,,0,,,Công ty xây dựng
233,惠來機構 惠眾建設 接待會館,,,'048370366,https://www.hui-zhong.com.tw/,service@villa-spa.com.tw,,510台灣彰化縣員林市中山路一段332號,,,,,,,,0,,,Đơn vị xây dựng nhà
234,華俊工程開發有限公司,,,'077653389,https://huajun0708.wixsite.com/huajun/blank-1,huajun0708@gmail.com,,806台灣高雄市前鎮區明正里明鳳七街98號,,,,,,,,0,,,Công ty xây dựng
235,煌宇建設&圓福營造有限公司&廣廈土木包工業有限公司,,,'052860181,https://www.huangyubuilder.com.tw/,guangxiabuild@gmail.com,,600台灣嘉義市西區上海路163-1號,,,,,,,,0,,,Công ty xây dựng
236,藏睿接待中心,,,'039388897,https://www.huiju.com.tw/,huiju@huijucon.com,,260台灣宜蘭縣宜蘭市七結里女中路三段455號旁空地,,,,,,,,0,,,Đơn vị xây dựng nhà theo yêu cầu
237,鴻標建設,,,'0492316832,https://www.hungbiau.com.tw/,hungbiau@gmail.com,,542台灣南投縣草屯鎮新庄里芬草路二段860巷37號,,,,,,,,0,,,Công ty xây dựng
238,宏華營造股份有限公司,,,'0422068899,http://www.hunghua.com.tw/,info@hunghua.com.tw,,404台灣臺中市北區賴村里學士路257號11樓,,,,,,,,0,,,Công ty xây dựng
239,互益營造,,,'0426521818,http://www.huyitwn.com/,huyitwn@gmail.com,,433台灣臺中市沙鹿區北勢里鎮南路二段336號,,,,,,,,0,,,Công ty xây dựng
240,怡華文學苑,,,'088682888,https://www.ihwa.com.tw/productdetail_tw.php?id=79,ybworld@ybworld.com.tw,,932台灣屏東縣新園鄉仙吉村仙吉路188號,,,,,,,,0,,,Công ty xây dựng
241,英順藝術玻璃行|強化玻璃裝潢工程,,,'0226776648,https://www.iyp.com.tw/0226776648,service@chyp.com.tw,,239台灣新北市鶯歌區二橋里中正三路279-10號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
242,威盛開發建設股份有限公司,,,'052837357,https://www.jane80099356.com/,jane80099356@yahoo.com,,600台灣嘉義市西區光路里世賢路三段510號,,,,,,,,0,,,Công ty xây dựng
243,勁錩企業有限公司,,,'0423588158,http://www.jcep.com.tw/,jc24428644@gmail.com,,407台灣臺中市西屯區福中里中工二路188號9 樓,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
244,正原營造工程有限公司,,,'0424379385,https://www.jengyuan.com.tw/,ally2566@gmail.com,,406台灣臺中市北屯區水景里東山路一段156-6號13樓之1,,,,,,,,0,,,Công ty xây dựng
245,玖承營造,,,'048362816,https://jcyz.com.tw/,jc8362816@gmail.com,,510台灣彰化縣員林市浮圳里員東路一段155號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
246,佳境建設,,,'088355288,http://jia-jing.com.tw/,jia1061127@gmail.com,,928台灣屏東縣東港鎮東新里興安二街93號,,,,,,,,0,,,Đơn vị xây dựng nhà
247,加承工程有限公司,,,'0963617863,https://jiachengconst.com/,jimm11316@gmail.com,,238台灣新北市樹林區柑園街一段,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
248,建大開發 JD Construction,,,'0988008804,http://www.jianda.com.tw/,jianda.build@gmail.com,,408台灣臺中市南屯區惠中里文心路一段378號14樓之3,,,,,,,,0,,,Đơn vị xây dựng nhà
249,捷築建設有限公司,,,'062493007,http://www.jiezhu.com.tw/,jiezhugo@gmail.com,,717台灣臺南市仁德區仁德里文華路三段428巷108號1樓,,,,,,,,0,,,Công ty xây dựng
250,及福建設股份有限公司,,,'0282875252,https://jifu-dev.com/,service@jifu-dev.com,,241台灣新北市三重區富貴里集賢路32號1樓,,,,,,,,0,,,Công ty xây dựng
251,靖喬土木包工業&裝修設計工程,,,'0919395503,https://www.jingchiau.com/,tommy705tw@gmail.com,,235台灣新北市中和區福和里水源路7巷,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
252,京杭建設,,,'062584630,https://www.jinghang.com.tw/Home/Index,w3025887@gmail.com,,700台灣臺南市中西區西賢里西賢一街241號,,,,,,,,0,,,Công ty xây dựng
253,晶勝鷹架,,,'0916882618,http://www.jingscaffolding.com/,anny721230a@gmail.com,,81264台灣高雄市小港區鳳森里沿海四路41-5號,,,,,,,,0,,,Công ty xây dựng
254,精旺工程有限公司,,,'048877308,http://www.jingwang999.com.tw/,jing.wang999@msa.hinet.net,,521台灣彰化縣北斗鎮中寮里,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
255,青睞5,,,'0975068977,https://www.jing-hong.com.tw/qinlai5,jing.yuan@msa.hinet.net,,261台灣宜蘭縣頭城鎮武營里武營路117巷9之1號,,,,,,,,0,,,Đơn vị xây dựng nhà
256,京騰建設開發,,,'039321119,http://jingteng.com.tw/,jingtengkaifa@gmail.com,,260台灣宜蘭縣宜蘭市菜園里力行路129號,,,,,,,,0,,,Đơn vị xây dựng nhà
257,久誠建設股份有限公司,,,'062466222,http://www.jiu-cheng.com.tw/,service@jiu-cheng.com.tw,,709台灣臺南市安南區梅花里安中路一段671號,,,,,,,,0,,,Công ty xây dựng
258,金築建設有限公司,,,'077809611,http://www.jinzhu-cons.com/,jinzhu.cons@gmail.com,,830台灣鳳山區文福里文建街161號,,,,,,,,0,,,Công ty xây dựng
259,慧邦大地有限公司,,,'062550565,https://www.jiunbang.com.tw/,huibang2022@gmail.com,,709台灣臺南市安南區淵西里淵西路197號1樓,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
260,吉澤建設開發股份有限公司,,,'0227780095,https://www.jize.com.tw/,jize@jzlc.com.tw,,106台灣臺北市大安區義村里建國南路一段161號5樓,,,,,,,,0,,,Công ty xây dựng
261,鉅昌營造工程有限公司,,,'0916990157,https://jiuchang.com.tw/,jiuchang1106@gmail.com,,702台灣臺南市南區鹽埕里鹽埕路268號,,,,,,,,0,,,Công ty xây dựng
262,鉅虹建設股份有限公司,,,'0424220446,http://www.jiuh-horng.com/,jiuh.horng@gmail.com,,406台灣臺中市北屯區松強里昌平路二段26號,,,,,,,,0,,,Công ty xây dựng
263,甲六園建設股份有限公司,,,'073389951,http://www.jlyc.com.tw/,jlyservice@gmail.com,,802台灣高雄市苓雅區普天里永富街51號,,,,,,,,0,,,Công ty xây dựng
264,喬勝建築,,,'0938810889,http://josheng.tw/,ab821.adsl@msa.hinet.net,,912台灣屏東縣內埔鄉中正路57號,,,,,,,,0,,,Công ty xây dựng
265,久年營造股份有限公司,,,'0287722323,http://www.joyear.com/,jn168@joyear.com.tw,,106台灣臺北市大安區虎嘯里敦化南路二段319號13樓,,,,,,,,0,,,Công ty xây dựng
266,品仁工程有限公司,,,'0963626329,https://joyful-sundae-798f3e.netlify.app/,yipinggroup22711@gmail.com,,830台灣高雄市鳳山區王生民路172號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
267,君品建設股份有限公司,,,'047512388,http://www.jp888.com.tw/,jp7268099@gmail.com,,500台灣彰化縣彰化市西興里曉陽路358號3F,,,,,,,,0,,,Công ty xây dựng
268,築地岩,,,'077333607,http://www.judiyan-design.com.tw/index.html,jdy.work@gmail.com,,83345台灣高雄市鳥松區仁美里神農路779-2號,,,,,,,,0,,,Công ty xây dựng
269,峻聖建設有限公司,,,'052368581,http://www.juns.com.tw/,pighowyaya@hotmail.com,,60062台灣嘉義市世賢路一段四段318號之3,,,,,,,,0,,,Công ty xây dựng
270,聚恒泰建設公司,,,'0222591116,https://www.jyuhengtai.com.tw/,jyuhengtai@gmail.com,,235台灣新北市中和區國華里國光街46號1樓,,,,,,,,0,,,Công ty xây dựng
271,郡都建設股份有限公司,,,'073011153,https://judogroup.com.tw/,judo.cadc@gmail.com,,811台灣高雄市楠梓區翠屏里壽豐路293號,,,,,,,,0,,,Công ty xây dựng
272,兆子星營造工程股份有限公司,,,'062011388,https://jzs-construction.com.tw/,jzs97009034@gmail.com,,710台灣臺南市永康區六合里中華路425號16樓之3,,,,,,,,0,,,Công ty xây dựng
273,凱圓光春-機械整地開挖承包.擋土牆施工.填土施工.太陽光電系統施工,,,'0989012226,https://kaiyuan0725.com.tw/,wilon0725@gmail.com,,920台灣屏東縣潮州鎮光春里仙林路57巷80號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
274,高頓建材有限公司 - 精品磁磚,,,'055321500,https://www.kdtiles.com/,myemail@mailservice.com,,640台灣雲林縣斗六市文化里中華路304號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
275,開富力建設開發股份有限公司,,,'0423828786,https://www.keyfree.com.tw/,keyfree.service@gmail.com,,"40880台灣臺中市南屯區三厝里益豐路四段9號5樓, No",,,,,,,,0,,,Nhà thầu phụ công trình
276,科美開發建設有限公司,,,'052363661,http://www.kma.com.tw/,keyman9212@gmail.com,,600台灣嘉義市西區福民里南京路343號,,,,,,,,0,,,Công ty xây dựng
277,京城建設股份有限公司,,,'075586368,http://www.kingtown.com.tw/,service@kingtown.com.tw,,813台灣高雄市左營區新上里博愛二路150號16樓,,,,,,,,0,,,Công ty xây dựng
278,光平工程有限公司,,,'056910156,http://www.kpe.com.tw/,lin0128.lin@msa.hinet.net,,638台灣雲林縣麥寮鄉橋頭村新民街62號,,,,,,,,0,,,Công ty xây dựng
279,磁磚師傅工程,,,'0902191050,https://kuan-pin.com.tw/,huah7575@gmail.com,,243台灣新北市泰山區全興里仁愛路100巷30號5樓,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
280,廣柏營造有限公司,,,'052336639,https://www.kuangchin.com/aboutus.html,du2815968@gmail.com,,600台灣嘉義市西區竹圍里興通路19號,,,,,,,,0,,,Công ty xây dựng
281,國磐建築/國磐營造,,,'039516376,http://www.kplandcorp.com/,kpland.corp@gmail.com,,265台灣宜蘭縣羅東鎮賢文里公正路289-6號2樓,,,,,,,,0,,,Công ty xây dựng
282,廣聲機械工程有限公司,,,'037469868,http://www.kuangsun.com.tw/,kuang.sun@msa.hinet.net,,350台灣苗栗縣竹南鎮中美里保安林10鄰52號之29,,,,,,,,0,,,Nhà thầu
283,廣宜工程行,,,'0976313201,https://www.kuangyimasonry.com/,a0976313201@gmail.com,,414台灣臺中市烏日區仁德里信義街247巷45號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
284,琦瑋科技台南工務所,,,'036590800,https://www.kw.com.tw/,kw@kw.com.tw,,744010台灣臺南市新市區豐華里19號A棟,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
285,磊橋營造有限公司,,,'0911151566,http://www.lay-chou.com/,ewa580815@gmail.com,,413台灣臺中市霧峰區六股里峰谷路85號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
286,力信建設,,,'039252552,https://www.lee-shinn.com.tw/,lee-shinn@lee-shinn.com.tw,,260台灣宜蘭縣宜蘭市建業里宜科南路7號,,,,,,,,0,,,Công ty xây dựng
287,利富建設股份有限公司,,,'073322208,http://www.lfb.com.tw/,service@lfb.com.tw,,802台灣高雄市苓雅區四維三路80號10樓,,,,,,,,0,,,Công ty xây dựng
288,興大里美,,,'0424866109,https://li-fong.com.tw/,lifong.development@gmail.com,,412台灣臺中市大里區祥興里中興路二段768-1號,,,,,,,,0,,,Công ty xây dựng
289,聯福營造有限公司,,,'067237988,http://www.land-fu.com.tw/,land.fu@msa.hinet.net,,722台灣佳里區鎮山里信義一街35號,,,,,,,,0,,,Nhà thầu phụ công trình
290,儷雅營造 儷雅室內設計裝璜行,,,'063120655,http://www.li-ya2.com.tw/,a2314147@gmail.com,,710台灣臺南市永康區中興里中華路198-23號12F,,,,,,,,0,,,Công ty xây dựng
291,良富建設有限公司,,,'072918531,http://www.liangfu.com.tw/,liangfu45@gmail.com,,801台灣高雄市前金區長生里中華三路45號,,,,,,,,0,,,Công ty xây dựng
292,麗晶建設股份有限公司,,,'075560707,https://lihjing.com.tw/,info@lihjing.com.tw,,813台灣高雄市左營區新上里博愛二路366號27樓之2,,,,,,,,0,,,Công ty xây dựng
293,力璟建設/麗璟建設,,,'039252111,https://www.lijing-construction.com.tw/,lijing9252111@gmail.com,,260台灣宜蘭縣宜蘭市公園南路22號,,,,,,,,0,,,Công ty xây dựng
294,水泥工 房屋修改 設計,,,,http://lingem99.weebly.com/,clingem@yahoo.com,,24354台灣新北市泰山區泰友里明志路二段310號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
295,霖宏聯合建築股份有限公司,,,'073598808,http://linhong.tw/,linhong@linhong.tw,,813台灣高雄市左營區福山里文川路517號,,,,,,,,0,,,Công ty xây dựng
296,立東峰采接待中心,,,'0936977899,http://www.liton.tw/,liton1688@gmail.com,,436台灣臺中市清水區武鹿里平等路145-1號,,,,,,,,0,,,Đơn vị xây dựng nhà theo yêu cầu
297,式澳 清水混凝土．Shih Ao Fair-faced Concrete,,,'062621325,https://linktr.ee/ShihAoEC,fluenzifytalks1@lucasrodrigues.broker,,702台灣臺南市南區興農里同興路131巷57號,,,,,,,,0,,,Công ty xây dựng
298,日一營造有限公司,,,'048853365,https://linktr.ee/riyigoodday?fbclid=IwY2xjawTmEF5wZG9mAWV4dG4DYWVtAjEwAGJyaWQRMWM5R3dLTnU0d3JaVUlHbVBzcnRjBmFwcF9pZBAyMjIwMzkxNzg4MjAwODkyAAEe4a6xCJjeDHXCyi9ebAF_nJeaYr6LGQeGjbd-CLHunBQc-2MzUFNJoIjoobk_aem_bSizaDf-IJ3ZwJrNJiy0Wg,almaquehabita@humberto.dmgzr,,514台灣彰化縣溪湖鎮太平里文二街3號,,,,,,,,0,,,Công ty xây dựng
299,南投縣不動產開發商業同業公會,,,'0492236018,https://www.livable-nantou.org.tw/,ntea2013@gmail.com,,540台灣南投縣南投市三和里中興路641號,,,,,,,,0,,,Công ty xây dựng
300,龍騰建設股份有限公司,,,'075557888,https://www.long-terng.com.tw/,tianyugroup1997@gmail.com,,804台灣高雄市鼓山區龍水里明誠四路33號,,,,,,,,0,,,Công ty xây dựng
301,龍昊建設股份有限公司,,,'0282861902,https://www.longhao888.com.tw/,longhao888service@gmail.com,,247台灣新北市蘆洲區水湳里民權路194號,,,,,,,,0,,,Công ty xây dựng
302,隆磐建設,,,'0423756168,https://longpon.com.tw/,longpon.co@gmail.com,,403458台灣臺中市西區五權路2-106號5號5樓,,,,,,,,0,,,Công ty xây dựng
303,龍霖開發建設,,,,https://longlin.com.tw/,longlin0088@gmail.com,,330台灣桃園市桃園區汴洲里水岸三街9號,,,,,,,,0,,,Công ty xây dựng
304,龍陞營造有限公司,,,'077870677,https://www.longshengconstruct.com.tw/?lang=tw,ak7874090@gmail.com,,831台灣高雄市大寮區會結里會營街428號,,,,,,,,0,,,Công ty xây dựng
305,寬庭開發建築股份有限公司,,,'056334688,https://www.love-family.com.tw/,happy6335036@yss-food.com.tw,,632台灣雲林縣虎尾鎮廉使里永興南七路160-1號,,,,,,,,0,,,Công ty xây dựng
306,陸府建設 美學總部,,,'0423822770,https://www.live-forever.com.tw/,crm@live-forever.com.tw,,408台灣臺中市南屯區新生里益豐路四段590號,,,,,,,,0,,,Đơn vị xây dựng nhà
307,良勳建設有限公司,,,'062473127,https://lsbuilding.com/,lsbuilding@kimo.com,,709台灣臺南市安南區梅花里梅花一路108號,,,,,,,,0,,,Công ty xây dựng
308,陸禾建設股份有限公司,,,'0423805358,http://www.luhe.tw/,service@luhe.tw,,408台灣臺中市南屯區三和里永春東七路869號5樓,,,,,,,,0,,,Công ty xây dựng
309,柳屋建設開發股份有限公司,,,'065714825,http://www.lw-house.com.tw/,lw89990027@yahoo.com.tw,,721台灣麻豆區東角里信義路120號,,,,,,,,0,,,Công ty xây dựng
310,志誠工程有限公司,,,'0982669145,https://m.facebook.com/19810322anikei/,iori14372001@gmail.com,,235台灣新北市中和區灰磘里圓通路447號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
311,森邸-六合建設有限公司,,,'052277277,https://m.facebook.com/61563828526085/,luho.building@gmail.com,,600台灣嘉義市東區興安里興美六路101號,,,,,,,,0,,,Công ty xây dựng
312,安翰工程有限公司,,,'0928286982,https://m.facebook.com/anhan9527/,jh10800@gmail.com,,236台灣新北市土城區廷寮里永豐路342號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
313,榮展土木工程有限公司,,,'0955669967,https://m.facebook.com/Bamboo.landscape.gardening/,a362557@yahoo.com.tw,,745台灣臺南市安定區文科里149之12號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
314,德俊土木包工業,,,'0910438446,https://m.facebook.com/dj.3goodbuild/,p77079378@gmail.com,,51544台灣彰化縣大村鄉加錫村大崙路10號之17號,,,,,,,,0,,,Đơn vị xây dựng nhà
315,豪棋建設開發有限公司,,,'062607566,https://m.facebook.com/haochie/?ref=bookmarks,haochie.con@msa.hinet.net,,701台灣臺南市東區崇成里崇德十二街17號,,,,,,,,0,,,Công ty xây dựng
316,弈富建設股份有限公司,,,'063386111,https://m.facebook.com/ifuconstruction/,ifu64580601@gmail.com,,711台灣臺南市歸仁區八甲里大仁十街17號,,,,,,,,0,,,Công ty xây dựng
317,連田建設有限公司,,,'039373666,https://m.facebook.com/LianTianConstruction/,ldht27485581@gmail.com,,260台灣宜蘭縣宜蘭市黎明三路一段58號,,,,,,,,0,,,Công ty xây dựng
318,鼎隆農機行,,,'0936567339,https://m.facebook.com/profile.php?id=100063692575285,jeter810227@gmail.com,,920台灣屏東縣潮州鎮九塊里復興路復興一巷28-8號,,,,,,,,0,,,Công ty xây dựng
319,侑揚營造有限公司,,,'0932578901,https://m.facebook.com/yuyang.yu5899/,yuyang.yu5899@msa.hinet.net,,412台灣臺中市大里區內新里益民路一段190巷10號,,,,,,,,0,,,Công ty xây dựng
320,懋榮建設,,,'0423551188,http://www.maorong.tw/,info@maorong.tw,,407台灣臺中市西屯區永安里永康街129號,,,,,,,,0,,,Công ty xây dựng
321,上銘建設股份有限公司,,,'078230799,https://www.made-style.com.tw/,service@made-style.com.tw,,806台灣高雄市前鎮區瑞竹里凱旋四路802號,,,,,,,,0,,,Công ty xây dựng
322,銘登營造有限公司,,,'073333031,http://www.mingdeng.com.tw/,ming.deng168@msa.hinet.net,,806台灣高雄市前鎮區民權里一心一路239號9樓,,,,,,,,0,,,Công ty xây dựng
323,明緯建設股份有限公司,,,'0289219929,http://mingwayltd.com.tw/,mingpublic@meanway.com.tw,,235台灣新北市中和區中安里中和路366號14樓,,,,,,,,0,,,Công ty xây dựng
324,茂勝建設有限公司,,,'0225460088,https://moreshine.com.tw/,moreshine.life@gmail.com,,106台灣臺北市大安區安和路一段32號12樓之3,,,,,,,,0,,,Công ty xây dựng
325,山王營造有限公司,,,'0425601296,https://www.mountainking.com.tw/,craftsmaneng@gmail.com,,428台灣臺中市大雅區上楓里民生路四段229-2號2樓,,,,,,,,0,,,Công ty xây dựng
326,赫斯興業有限公司,,,'075367115,http://www.myhouse1101.com/,myhouse1101@gmail.com,,806台灣高雄市前鎮區西山里一心二路21號 13號樓之一,,,,,,,,0,,,Công ty xây dựng
327,吉富春建設,,,'0917540540,http://mypaper.pchome.com.tw/realtyer/post/1322945067,realtyer@gmail.com,,320台灣桃園市中壢區內厝里高鐵南路三段727巷100號1樓,,,,,,,,0,,,Công ty xây dựng
328,麥昊斯房屋裝修工程行,,,'0975565905,https://myhousedesign.com.tw/,myhousetoreapir@gmail.com,,326台灣桃園市楊梅區幼獅路三段37號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
329,育堂建設,,,'0422554567,https://www.noblehall.com.tw/,service@noblehall.com.tw,,407台灣臺中市西屯區惠來里文心路二段201號15樓-3,,,,,,,,0,,,Công ty xây dựng
330,新緯建築,,,'0422213182,http://www.newwell.tw/,newwell@newwell.tw,,404台灣臺中市北區新興里太平路17號12F,,,,,,,,0,,,Công ty xây dựng
331,新濠建設事業股份有限公司,,,'0227556796,http://www.nu-house.com.tw/,service@nu-house.com.tw,,106台灣臺北市大安區龍雲里敦化南路二段76號17樓,,,,,,,,0,,,Công ty xây dựng
332,"實現建築有限公司Achieve Construction Co.,Ltd.",,,'0423225598,https://www.olf.com.tw/achieve/,achieving5378@gmail.com,,407台灣臺中市西屯區何安里四川路36號M1,,,,,,,,0,,,Công ty xây dựng
333,萬吉建設機構,,,'087321218,https://www.oneg.com.tw/,service@oneg.com.tw,,900台灣屏東縣屏東市勝利里中山路258號,,,,,,,,0,,,Công ty xây dựng
334,喜全建設,,,'0423783666,http://www.nhd.com.tw/,service@nhd.com.tw,,403台灣臺中市西區吉龍里五權二街35號,,,,,,,,0,,,Công ty xây dựng
335,萬筌有限公司,,,'0968700916,https://ourhome172.mystrikingly.com/,jay01270922@gmail.com,,807413台灣高雄市三民區安吉里民族一路80號27樓之2,,,,,,,,0,,,Công ty xây dựng
336,磐興建設開發股份有限公司,,,'0424229211,https://www.panxing.com.tw/,panx.ltd@gmail.com,,406台灣臺中市北屯區仁和里崇德八路一段155號,,,,,,,,0,,,Công ty xây dựng
337,寶輝建設股份有限公司 - 總公司,,,'0423287777,http://www.paohuei.com/,hr@paohuei.com,,408台灣臺中市南屯區大業里公益路二段51號16號樓A室之2,,,,,,,,0,,,Công ty xây dựng
338,社團法人屏東縣建築師公會,,,'087326714,http://www.pcaa.org.tw/,t777.o8889@msa.hinet.net,,90065台灣屏東縣屏東市崇蘭里公正四街239號,,,,,,,,0,,,Công ty xây dựng
339,築麗園接待中心,,,'0224988668,http://pili.app/pg/WMQ0bM56,baz6676bam6658@gmail.com,,208台灣新北市金山區金美里忠孝一路107號,,,,,,,,0,,,Đơn vị xây dựng nhà
340,本業建設股份有限公司,,,'073139000,http://www.penyeh-building.com.tw/,tzuo.fu@msa.hinet.net,,807台灣三民區安和里博愛一路366號,,,,,,,,0,,,Công ty xây dựng
341,璞真建設股份有限公司,,,'0227417335,http://www.pj.com.tw/,service@pj.com.tw,,106台灣臺北市大安區仁愛里仁愛路四段85號,,,,,,,,0,,,Công ty xây dựng
342,品舜開發建設企業有限公司,,,'062337666,https://www.pinshun.com.tw/index.asp,pinshun@hibox.hinet.net,,710台灣臺南市永康區網寮里永華路558號1樓,,,,,,,,0,,,Công ty xây dựng
343,欣翰建設股份有限公司,,,'0227007896,http://www.pronice-dev.com.tw/,pronice@gmail.com,,106台灣臺北市大安區住安里敦化南路二段38號,,,,,,,,0,,,Công ty xây dựng
344,磐拓營造有限公司,,,,https://www.ptmo.com.tw/about.php,ptmo11@yahoo.com.tw,,308台灣新竹縣寶山鄉大崎村園區二路356巷51-8號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
345,普心企劃工程翻修限公司,,,'0932513438,https://www.pushin.com.tw/,tengru5168@gmail.com,,406台灣臺中市北屯區軍功里軍功路二段445-1號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
346,寶樹堂營造工程,,,'0912620713,http://www.powertreecivil.com.tw/,powertreecivil@gmail.com,,420台灣臺中市豐原區鎌村里鎌村路465巷106-3號,,,,,,,,0,,,Công ty xây dựng
347,元衡工造 人造園藝景觀工程 - 陽台設計 | 高雄厝造景 | 園藝造景施工 | 庭園造景規劃 | 人工草皮景觀綠化,,,'079646313,https://removetion.com.tw/,loventuminfo@gmail.com,,802台灣高雄市苓雅區人和里四維四路2號4號樓之2,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
348,璞園建築團隊,,,'0277350888,http://www.pyct.com.tw/,pyctweb@pyct.com.tw,,114台灣臺北市內湖區湖元里新湖一路218號,,,,,,,,0,,,Công ty xây dựng
349,祥豪營造有限公司 鋼構工程、土木工程、大理石工程、鐵屋浪板、桶槽工程、土水工程、泥作工程,,,'078216987,https://www.renovaterenovate.com.tw/,a0908662318@gmail.com,,830台灣高雄市鳳山區龍成里自強二路190巷34號,,,,,,,,0,,,Nhà thầu
