Nosaukums,Mitnes_valsts,Registracijas_numurs_mitnes_valsti,Juridiska_adrese,Komersanta_veids,Aktuala_kvalifikacijas_klase,Aktualas_kvalifikacijas_klases_pieskirsanas_datums,Registra_numurs,Registrets,Aktualais_statuss,Kontaktu_adrese,Kontaktu_talrunis,Kontaktu_e_pasta_adrese,Majas_lapa,Darbibas_sferas,Darbibas_jomas
"Sabiedrība ar ierobežotu atbildību ""UG Tech""",LV,40103588731,"Raiņa prospekts 9, Ogre, Ogres nov., LV-5001",Sabiedrība ar ierobežotu atbildību,5. klase,2026-01-08,10908-R,2013-07-25,Aktīvs,"Raiņa prospekts 9, Ogre, Ogres nov, LV - 5001",29233944,ugis@ugtech.lv,www.ugtech.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""KonSol""",LV,41503065423,"Raipoles iela 2A-56, Daugavpils, LV-5422",Sabiedrība ar ierobežotu atbildību,4. klase,2020-06-02,10907-R,2013-07-24,Izslēgts,"Pārdaugavas iela 33, Daugavpils nov, LV - 5415",20036441,info@ekokonsol.lv,,,
"Sabiedrība ar ierobežotu atbildību ""KonSol""",LV,41503065423,"Raipoles iela 2A-56, Daugavpils, LV-5422",Sabiedrība ar ierobežotu atbildību,4. klase,2020-01-30,10907-R,2013-07-24,Izslēgts,"Pārdaugavas iela 33, Daugavpils nov, LV - 5415",20036441,info@ekokonsol.lv,,,
"Sabiedrība ar ierobežotu atbildību ""KonSol""",LV,41503065423,"Raipoles iela 2A-56, Daugavpils, LV-5422",Sabiedrība ar ierobežotu atbildību,5. klase,2019-05-15,10907-R,2013-07-24,Izslēgts,"Pārdaugavas iela 33, Daugavpils nov, LV - 5415",20036441,info@ekokonsol.lv,,,
"Sabiedrība ar ierobežotu atbildību ""KonSol""",LV,41503065423,"Raipoles iela 2A-56, Daugavpils, LV-5422",Sabiedrība ar ierobežotu atbildību,4. klase,2021-06-09,10907-R,2013-07-24,Izslēgts,"Pārdaugavas iela 33, Daugavpils nov, LV - 5415",20036441,info@ekokonsol.lv,,,
"Sabiedrība ar ierobežotu atbildību ""LatEco Būve""",LV,40103667641,"Vesetas iela 10-38, Rīga, LV-1013",Sabiedrība ar ierobežotu atbildību,,,10906-R,2013-07-24,Izslēgts,"Brīvības iela 151, 4F, Rīga, LV - 1012","","",www.lateco.lv,,
"SIA ""J.D.K.""",LV,48503015178,"""Silavas"", Remtes pag., Saldus nov., LV-3871",Sabiedrība ar ierobežotu atbildību,,,10905-R,2013-07-24,Izslēgts,"""Kalni"", Brocēni, Brocēnu nov, LV - 3871",26260994,daila_briede@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""MAS serviss""",LV,48503019644,"""Sprīdīši"", Augstkalne, Augstkalnes pag., Dobeles nov., LV-3709",Sabiedrība ar ierobežotu atbildību,,,10904-R,2013-07-24,Izslēgts,"""Dzeguzēni 7""-3, Dzeguzēni, Augstkalnes pag, Tērvetes nov, LV - 3709",29285747; 26495503,uldisapsitis@inbox.lv,"",,
"Pilnsabiedrība ""VJM""",LV,40103692672,"Stapriņu iela 10, Stapriņi, Ādažu pag., Ādažu nov., LV-2164",Pilnsabiedrība,4. klase,2017-06-30,10903-R,2013-07-24,Izslēgts,"Nīcgales iela 33-19, Rīga, LV - 1035",,,,,
"Sabiedrība ar ierobežotu atbildību ""Santa Monica Networks""",LV,40003629130,"Kuršu iela 24, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,,,10902-R,2013-07-23,Izslēgts,"Kuršu iela 24, Rīga, LV - 1006",67722222,info@smn.lv,www.smn.lv,,
"Sabiedrība ar ierobežotu atbildību ""AZ ELEMENT""",LV,40003967031,"Loču iela 2, Ventspils, LV-3601",Sabiedrība ar ierobežotu atbildību,,,10901-R,2013-07-23,Izslēgts,"Loču iela 2, Ventspils, LV-3601","","",,,
"SIA ""SCL Steel Construction Latvia""",LV,40103196010,"Krišjāņa Valdemāra iela 18-7, Rīga, LV-1010",Sabiedrība ar ierobežotu atbildību,,,10900-R,2013-07-22,Izslēgts,"Aglonas iela 28-50, Rīga, LV - 1057",26479179,info@sc-latvia.com,,,
"Sabiedrība ar ierobežotu atbildību ""EO risinājumi""",LV,40103564767,"Parka iela 10-49, Olaine, Olaines nov., LV-2114",Sabiedrība ar ierobežotu atbildību,,,10899-R,2013-07-22,Izslēgts,"Parka iela 10-49, Olaine, Olaines nov, LV - 2114",29178589,andris.krumins78@gmail.com,,,
"Sabiedrība ar ierobežotu atbildību ""LB Building""",LV,42103061603,"Pīlādžu iela 32-4, Liepāja, LV-3401",Sabiedrība ar ierobežotu atbildību,,,10898-R,2013-07-22,Izslēgts,"Ezermalas iela 3, Liepāja, LV - 3401",22163124,gints.lbbuilding@inbox.lv,,,
"Firma ""ERVI"" SIA",LV,40003220814,"Ludzas nov., Cirmas pag., ""Evartova""",Sabiedrība ar ierobežotu atbildību,,,10897-R,2013-07-22,Izslēgts,"""Evartova"", Cirmas pag., Ludzas nov, LV - 5735",26454735,sia_ervi@inbox.lv,www.ervi.lv,,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,5. klase,2017-05-29,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,4. klase,2019-11-20,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,5. klase,2019-06-25,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,4. klase,2020-07-06,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,4. klase,2021-07-14,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,5. klase,2023-12-05,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,4. klase,2023-10-12,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,4. klase,2022-07-21,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,4. klase,2025-02-21,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,5. klase,2024-10-23,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,5. klase,2024-07-25,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,4. klase,2024-02-14,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MOONFLOOR""",LV,40103174723,"Brīvības gatve 336-38, Rīga, LV-1006",Sabiedrība ar ierobežotu atbildību,4. klase,2025-10-29,10896-R,2013-07-22,Aktīvs,"Aptiekas iela 6-48, Rīga, LV - 1005",,,,Ēku būvdarbu vadīšana un būvuzraudzība,
"PS ""RZ Būve""",LV,44103087193,"Brīvības iela 97D, Svelberģis, Beļavas pag., Gulbenes nov., LV-4401",Pilnsabiedrība,,,10895-R,2013-07-19,Izslēgts,"Brīvības iela 97D, Svelberģis, Beļavas pag, Gulbenes nov, LV 4401",64474100,rzbuve@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""Latvijas energobūve LEB""",LV,40103242574,"""Lapsas"", Salaspils pag., Salaspils nov., LV-2121",Sabiedrība ar ierobežotu atbildību,,,10894-R,2013-07-19,Izslēgts,"Juglas iela 14, Rīga, LV - 1024",,,,,
"SIA ""NSGRUPA.LV""",LV,40103658954,"Priežu iela 31-5, Gardene, Auru pag., Dobeles nov., LV-3701",Sabiedrība ar ierobežotu atbildību,,,10893-R,2016-03-20,Izslēgts,"Vidzemes 4c, Ogre, LV - 5001",26133499,info@nsgrupa.lv,www.nsgrupa.lv,,
"""L.A. MEISTARS"" SIA",LV,54103086611,"""Skolotāju māja""-1, Kauguri, Kauguru pag., Valmieras nov., LV-4224",Sabiedrība ar ierobežotu atbildību,,,10892-R,2013-07-19,Izslēgts,"""Skolotāju māja""-1, Kauguri, Kauguru pag., Beverīnas nov, LV - 4224",26381494,lameistars@gmail.com,"",,
"UAB ""EDRIJA""",LT,141844491,"Plieno g.10, Klaipeda, LT - 95112, Lietuvos Respublika",Ārvalstu komersants,,,10891-R,2017-03-27,Izslēgts,"Plieno g.10, Klaipeda, LT - 95112",+37046341240,info@edrija.lt,www.edrija.lt,,
"Sabiedrība ar ierobežotu atbildību ""JUTI būve""",LV,53603055281,"Rūpniecības iela 7, Jelgava, LV-3001",Sabiedrība ar ierobežotu atbildību,,,10890-R,2013-07-19,Izslēgts,"Atmodas iela 19, Jelgava, LV - 3007","","","",,
"Pilnsabiedrība ""TecPro, Saltem""",LV,40103688709,"Upesciema iela 28-4, Rīga, LV-1024",Pilnsabiedrība,,,10889-R,2013-07-19,Izslēgts,"Upesciema iela 28-4, Rīga, LV 1024",info@tecpro.lv,,,,
"SIA ""MAZKALNI GK""",LV,44103048232,"""Mazkalni"", Kocēnu pag., Valmieras nov., LV-4220",Sabiedrība ar ierobežotu atbildību,,,10888-R,2015-10-05,Izslēgts,,29221280,mazkalnigk@inbox.lv,,,
"SIA ""SiMC""",LV,40103669962,"""Kadiķi 2"", Kauguru pag., Valmieras nov., LV-4224",Sabiedrība ar ierobežotu atbildību,4. klase,2017-05-25,10887-R,2013-07-18,Aktīvs,"Krišjāņa Barona iela 2-19, Sigulda, Siguldas nov, LV - 2150",+3716430353,simc@simc.lv,www.simc.lv,Ēku būvdarbu vadīšana un būvuzraudzība;Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība;Elektroietaišu izbūves darbu vadīšana un būvuzraudzība;Meliorācijas sistēmu būvdarbu vadīšana un būvuzraudzība,
"SIA ""SiMC""",LV,40103669962,"""Kadiķi 2"", Kauguru pag., Valmieras nov., LV-4224",Sabiedrība ar ierobežotu atbildību,4. klase,2018-08-03,10887-R,2013-07-18,Aktīvs,"Krišjāņa Barona iela 2-19, Sigulda, Siguldas nov, LV - 2150",+3716430353,simc@simc.lv,www.simc.lv,Ēku būvdarbu vadīšana un būvuzraudzība;Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība;Elektroietaišu izbūves darbu vadīšana un būvuzraudzība;Meliorācijas sistēmu būvdarbu vadīšana un būvuzraudzība,
"SIA ""SiMC""",LV,40103669962,"""Kadiķi 2"", Kauguru pag., Valmieras nov., LV-4224",Sabiedrība ar ierobežotu atbildību,4. klase,2019-08-12,10887-R,2013-07-18,Aktīvs,"Krišjāņa Barona iela 2-19, Sigulda, Siguldas nov, LV - 2150",+3716430353,simc@simc.lv,www.simc.lv,Ēku būvdarbu vadīšana un būvuzraudzība;Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība;Elektroietaišu izbūves darbu vadīšana un būvuzraudzība;Meliorācijas sistēmu būvdarbu vadīšana un būvuzraudzība,
"SIA ""SiMC""",LV,40103669962,"""Kadiķi 2"", Kauguru pag., Valmieras nov., LV-4224",Sabiedrība ar ierobežotu atbildību,5. klase,2023-01-06,10887-R,2013-07-18,Aktīvs,"Krišjāņa Barona iela 2-19, Sigulda, Siguldas nov, LV - 2150",+3716430353,simc@simc.lv,www.simc.lv,Ēku būvdarbu vadīšana un būvuzraudzība;Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība;Elektroietaišu izbūves darbu vadīšana un būvuzraudzība;Meliorācijas sistēmu būvdarbu vadīšana un būvuzraudzība,
"SIA ""SiMC""",LV,40103669962,"""Kadiķi 2"", Kauguru pag., Valmieras nov., LV-4224",Sabiedrība ar ierobežotu atbildību,5. klase,2024-01-19,10887-R,2013-07-18,Aktīvs,"Krišjāņa Barona iela 2-19, Sigulda, Siguldas nov, LV - 2150",+3716430353,simc@simc.lv,www.simc.lv,Ēku būvdarbu vadīšana un būvuzraudzība;Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība;Elektroietaišu izbūves darbu vadīšana un būvuzraudzība;Meliorācijas sistēmu būvdarbu vadīšana un būvuzraudzība,
"SIA ""SiMC""",LV,40103669962,"""Kadiķi 2"", Kauguru pag., Valmieras nov., LV-4224",Sabiedrība ar ierobežotu atbildību,5. klase,2025-06-20,10887-R,2013-07-18,Aktīvs,"Krišjāņa Barona iela 2-19, Sigulda, Siguldas nov, LV - 2150",+3716430353,simc@simc.lv,www.simc.lv,Ēku būvdarbu vadīšana un būvuzraudzība;Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība;Elektroietaišu izbūves darbu vadīšana un būvuzraudzība;Meliorācijas sistēmu būvdarbu vadīšana un būvuzraudzība,
"SIA ""SiMC""",LV,40103669962,"""Kadiķi 2"", Kauguru pag., Valmieras nov., LV-4224",Sabiedrība ar ierobežotu atbildību,4. klase,2025-04-29,10887-R,2013-07-18,Aktīvs,"Krišjāņa Barona iela 2-19, Sigulda, Siguldas nov, LV - 2150",+3716430353,simc@simc.lv,www.simc.lv,Ēku būvdarbu vadīšana un būvuzraudzība;Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība;Elektroietaišu izbūves darbu vadīšana un būvuzraudzība;Meliorācijas sistēmu būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""MAZRASAS""",LV,40001015268,"""Ķīvītes"", Slampes pag., Tukuma nov., LV-3133",Sabiedrība ar ierobežotu atbildību,,,10886-R,2013-07-18,Izslēgts,"""Ķīvītes"", Slampes pag., Tukuma nov, LV - 3133","","","",,
"Sabiedrība ar ierobežotu atbildību ""Klimatserviss""",LV,40003906499,"Antenas iela 3, Rīga, LV-1004",Sabiedrība ar ierobežotu atbildību,,,10885-R,2013-07-18,Izslēgts,"Antenas iela 3, Rīga, LV - 1004",,,,,
"SIA ""V.M.C.""",LV,43603060172,"Pulkveža Oskara Kalpaka iela 35-74, Jelgava, LV-3001",Sabiedrība ar ierobežotu atbildību,5. klase,2019-05-10,10884-R,2013-07-18,Izslēgts,"Sauletekio al.15-510, Vilnius Lietuvos Respublika",27036977,vmc.viktor@inbox.lv,"",,
"SIA ""V.M.C.""",LV,43603060172,"Pulkveža Oskara Kalpaka iela 35-74, Jelgava, LV-3001",Sabiedrība ar ierobežotu atbildību,4. klase,2020-12-10,10884-R,2013-07-18,Izslēgts,"Sauletekio al.15-510, Vilnius Lietuvos Respublika",27036977,vmc.viktor@inbox.lv,"",,
"SIA ""V.M.C.""",LV,43603060172,"Pulkveža Oskara Kalpaka iela 35-74, Jelgava, LV-3001",Sabiedrība ar ierobežotu atbildību,5. klase,2020-05-18,10884-R,2013-07-18,Izslēgts,"Sauletekio al.15-510, Vilnius Lietuvos Respublika",27036977,vmc.viktor@inbox.lv,"",,
"SIA ""V.M.C.""",LV,43603060172,"Pulkveža Oskara Kalpaka iela 35-74, Jelgava, LV-3001",Sabiedrība ar ierobežotu atbildību,4. klase,2021-05-21,10884-R,2013-07-18,Izslēgts,"Sauletekio al.15-510, Vilnius Lietuvos Respublika",27036977,vmc.viktor@inbox.lv,"",,
"SIA ""V.M.C.""",LV,43603060172,"Pulkveža Oskara Kalpaka iela 35-74, Jelgava, LV-3001",Sabiedrība ar ierobežotu atbildību,5. klase,2023-01-11,10884-R,2013-07-18,Izslēgts,"Sauletekio al.15-510, Vilnius Lietuvos Respublika",27036977,vmc.viktor@inbox.lv,"",,
"SIA ""V.M.C.""",LV,43603060172,"Pulkveža Oskara Kalpaka iela 35-74, Jelgava, LV-3001",Sabiedrība ar ierobežotu atbildību,4. klase,2022-05-30,10884-R,2013-07-18,Izslēgts,"Sauletekio al.15-510, Vilnius Lietuvos Respublika",27036977,vmc.viktor@inbox.lv,"",,
"SIA ""V.M.C.""",LV,43603060172,"Pulkveža Oskara Kalpaka iela 35-74, Jelgava, LV-3001",Sabiedrība ar ierobežotu atbildību,5. klase,2023-06-01,10884-R,2013-07-18,Izslēgts,"Sauletekio al.15-510, Vilnius Lietuvos Respublika",27036977,vmc.viktor@inbox.lv,"",,
FCC CONSTRUCCION S.A.,ES,A-28.854.727,"Calle Balmes numero 36, Barcelona",Ārvalstu komersants,,,10883-R,2013-07-18,Izslēgts,"Eksporta iela 10-123, Rīga, LV-1045",22479604,enespertc@fccpolska.com,www.fcc.es,,
"Sabiedrība ar ierobežotu atbildību ""A Laboratorija""",LV,40103540256,"Rīga, Jaunciema gatve 233",Sabiedrība ar ierobežotu atbildību,,,10882-R,2013-07-16,Izslēgts,"Jaunciema gatve 233, Rīga, LV - 1023",26588877,danilovs@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""Baltik Deko""",LV,40003926480,"""Braši"", Zeiles, Aizkalnes pag., Preiļu nov., LV-5305",Sabiedrība ar ierobežotu atbildību,,,10881-R,2013-07-16,Izslēgts,"Brīvības iela 91-26, Rīga, LV - 1001",27189444,BaltikDeko@gmail.com,,,
"Sabiedrība ar ierobežotu atbildību ""Buverts""",LV,42403029444,"Lubānas iela 6-28, Rēzekne, LV-4601",Sabiedrība ar ierobežotu atbildību,,,10880-R,2013-07-16,Izslēgts,"Lubānas iela 6-28, Rēzekne, LV - 4601","","","",,
"Sabiedrība ar ierobežotu atbildību ""A un G PLUSS""",LV,44103086840,"Brīvības gatve 410, Rīga, LV-1024",Sabiedrība ar ierobežotu atbildību,,,10879-R,2013-07-16,Izslēgts,"Līkā iela 10-12, Gulbene, Gulbenes nov, LV - 4401",27756117,teetuks30@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""Lestenes āres""",LV,40003661411,"""Libarti"", Lestenes pag., Tukuma nov., LV-3146",Sabiedrība ar ierobežotu atbildību,,,10878-R,2013-07-16,Izslēgts,"""Saknes"", Valgundes pag, Jelgavas nov., LV - 3017","","","",,
"Sabiedrība ar ierobežotu atbildību ""Viesu aģentūra""",LV,40003643327,"""Rāvmušķi"", Sāti, Irlavas pag., Tukuma nov., LV-3137",Sabiedrība ar ierobežotu atbildību,,,10877-R,2013-07-16,Izslēgts,"""Saknes"", Valgundes pag, Jelgavas nov., LV - 3017",28353700,gatisberzins@gmail.com,,,
"Sabiedrība ar ierobežotu atbildību ""9AM""",LV,40103621364,"Ščecinas iela 2-4, Rīga, LV-1014",Sabiedrība ar ierobežotu atbildību,,,10876-R,2013-07-15,Izslēgts,"Ganību dambis 36, Rīga",29206101,dainis.paulinsh@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,4. klase,2020-12-09,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,5. klase,2017-06-29,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,4. klase,2020-06-02,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,5. klase,2019-01-28,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,4. klase,2018-11-30,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,5. klase,2019-12-04,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,4. klase,2021-12-16,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,5. klase,2023-01-03,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,5. klase,2024-01-12,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,5. klase,2026-01-30,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Moliors""",LV,40103378591,"Latgales iela 218-2, Rīga, LV-1019",Sabiedrība ar ierobežotu atbildību,5. klase,2025-01-20,10875-R,2014-01-14,Aktīvs,"Maskavas iela 218-2, Rīga, LV - 1019",29472694,edgarspauls@moliors.lv,,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""ZIEMEĻKURZEMES DROŠĪBA""",LV,41203024267,"Talsu nov., Talsi, Celtnieku iela 23",Sabiedrība ar ierobežotu atbildību,,,10874-R,2013-07-15,Izslēgts,"Celtnieku iela 23, Talsi, Talsu nov, LV - 3201",,,,,
"Sabiedrība ar ierobežotu atbildību ""ExB LTD""",LV,40103688395,"Vietalvas iela 2, Rīga, LV-1035",Sabiedrība ar ierobežotu atbildību,,,10873-R,2013-07-15,Izslēgts,"Virbu iela 2, Rīga, LV - 1067",,,,,
"Sabiedrība ar ierobežotu atbildību ""FAVARITS""",LV,40103604519,"Vaļņu iela 3-3, Rīga, LV-1050",Sabiedrība ar ierobežotu atbildību,,,10872-R,2013-07-15,Izslēgts,"Lubānas iela 56A-33, Rīga, LV - 1073",26156609,fvrts@inbox.lv,www.snip.vcoz.lv,,
"Sabiedrība ar ierobežotu atbildību ""KASCAD""",LV,50103215031,"Rīga, Maskavas iela 43",Sabiedrība ar ierobežotu atbildību,,,10871-R,2013-07-15,Izslēgts,"Maskavas iela 43, Rīga, LV - 1003",29212721,gudrais@chg.lv,,,
"SIA ""AMATNIEKS BŪVĒ""",LV,40103649449,"Vaļņu iela 37-6, Rīga, LV-1050",Sabiedrība ar ierobežotu atbildību,,,10870-R,2013-07-15,Izslēgts,"Vaļņu iela 37-6, Rīga, LV - 1050","","","",,
"SIA ""VIZULO""",LV,40103590897,"Bukultu iela 11, Rīga, LV-1005",Sabiedrība ar ierobežotu atbildību,5. klase,2017-05-29,10869-R,2019-11-04,Aktīvs,"Starta iela 1, Rīga, LV-1026",67383023,pasts@vizulo.com,www.vizulo.com,,
"SIA ""VIZULO""",LV,40103590897,"Bukultu iela 11, Rīga, LV-1005",Sabiedrība ar ierobežotu atbildību,5. klase,2018-10-23,10869-R,2019-11-04,Aktīvs,"Starta iela 1, Rīga, LV-1026",67383023,pasts@vizulo.com,www.vizulo.com,,
