Name,Website,Phone,Address,Rating,Reviews_Count,State,Location_Name,Latitude,Longitude,Search_Query,URL,Permanently_Closed,Category,Email
Moderna,,'+351239825413,"R. Adelino da Veiga 49, 3000-003 Coimbra, Portugal","4,1",,PT,R. Adelino da Veiga 49,40.209184,-8.430636,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/Moderna/data=!4m10!3m9!1s0xd22f9063e410659:0xa6c6ac2b4d0e173d!5m2!4m1!1i2!8m2!3d40.209184!4d-8.430636!16s%2Fg%2F11gzs432_y!19sChIJWQZBPgb5Ig0RPRcOTSusxqY?authuser=0&hl=pt-BR&rclk=1,No,,
Sé Velha - Suites,,'+351239151647,"R. do Norte 11 13, 3000-295 Coimbra, Portugal","4,3",,PT,R. do Norte 11 13,40.2087296,-8.4264666,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/S%C3%A9+Velha+-+Suites/data=!4m10!3m9!1s0xd22f90902377de7:0xb5879588b3a5460e!5m2!4m1!1i2!8m2!3d40.2087296!4d-8.4264666!16s%2Fg%2F11c2nb1q0j!19sChIJ5303Agn5Ig0RDkals4iVh7U?authuser=0&hl=pt-BR&rclk=1,No,,
Casa Verde,,,"R. Dálias 2, 3780-550 Tamengos, Portugal","5,0",1,PT,R. Dálias 2,40.4266464,-8.4691745,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/Casa+Verde/data=!4m7!3m6!1s0xd230769c2479385:0x6b3cab0a088430b1!8m2!3d40.4266464!4d-8.4691745!16s%2Fg%2F11b7ck54l4!19sChIJhZNHwmkHIw0RsTCECAqrPGs?authuser=0&hl=pt-BR&rclk=1,No,Hospedaria,
Hospedaria do Convento,,'+351927853287,"Convento de Santa Maria de Aguiar, 6440-032, Portugal","4,7",,PT,Convento de Santa Maria de Aguiar,40.8767781,-6.9419353,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/Hospedaria+do+Convento/data=!4m10!3m9!1s0xd3c65734f37b67b:0xbdc1a2ede35bec65!5m2!4m1!1i2!8m2!3d40.8767781!4d-6.9419353!16s%2Fg%2F1tht2rc5!19sChIJe7Y3T3NlPA0RZexb4-2iwb0?authuser=0&hl=pt-BR&rclk=1,No,,
Hospedaria Santa Cruz,,'+351968087757,"Av. Terras de Sena 83, 6270-485 Seia, Portugal","4,5",,PT,Av. Terras de Sena 83,40.4261543,-7.7148117,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/Hospedaria+Santa+Cruz/data=!4m10!3m9!1s0xd3cd542ec8d439b:0xa5db7e5999d350c2!5m2!4m1!1i2!8m2!3d40.4261543!4d-7.7148117!16s%2Fg%2F11fd1dctl5!19sChIJm0ON7ELVPA0RwlDTmVl-26U?authuser=0&hl=pt-BR&rclk=1,No,,
Hospedaria Santa Cruz,,'+351968087757,"Av. Terras de Sena 83, 6270-485 Seia, Portugal","4,5",,PT,Av. Terras de Sena 83,40.4302712,-7.7174301,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/Hospedaria+Santa+Cruz+-+Single+Room/data=!4m11!3m10!1s0xd3cd43854532c95:0x228e9b250e25327f!5m2!4m1!1i2!8m2!3d40.4302712!4d-7.7174301!16s%2Fg%2F11zfmydwt6!17BQ0FF!19sChIJlSxTVDjUPA0RfzIlDiWbjiI?authuser=0&hl=pt-BR&rclk=1,No,,
Quinta Relva do Trigo,,'+351238677183,"3400 Oliveira do Hospital, Portugal","4,4",,PT,3400 Oliveira do Hospital,40.3047224,-7.8705186,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/Quinta+Relva+do+Trigo/data=!4m10!3m9!1s0xd22d40506edcda9:0xac6f23dc6a12f9c0!5m2!4m1!1i2!8m2!3d40.3047224!4d-7.8705186!16s%2Fg%2F1v8j1qbb!19sChIJqc3tBgXUIg0RwPkSatwjb6w?authuser=0&hl=pt-BR&rclk=1,No,,
Hospedaria Lusitana,,'+351244815698,"R. Dom Afonso Henriques, 2400-205 Leiria, Portugal","4,1",,PT,R. Dom Afonso Henriques,39.7456814,-8.8088582,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/Hospedaria+Lusitana/data=!4m7!3m6!1s0xd22736b8a2e386f:0x5da5045a419af952!8m2!3d39.7456814!4d-8.8088582!16s%2Fg%2F11g86w1ld6!19sChIJbzguimtzIg0RUvmaQVoEpV0?authuser=0&hl=pt-BR&rclk=1,No,Hotel,
Central Guest House,,'+351233422308,"R. Bernardo Lopes 36, 3080-395 Figueira da Foz, Portugal","3,7",,PT,R. Bernardo Lopes 36,40.149493,-8.8637272,"Hospedaria in Coimbra, Portugal",https://www.google.com/maps/place/Central+Guest+House/data=!4m10!3m9!1s0xd2237969d4b57c1:0xfe187c2984512cdf!5m2!4m1!1i2!8m2!3d40.149493!4d-8.8637272!16s%2Fg%2F1tdmlrjj!19sChIJwVdLnZY3Ig0R3yxRhCl8GP4?authuser=0&hl=pt-BR&rclk=1,No,,
NN Guest House,,'+351913079746,"R. do Corpo de Deus 140 2º Andar, 3000-121 Coimbra, Portugal","3,2",,PT,R. do Corpo de Deus 140 2º Andar,40.2107401,-8.4276068,"Hotel de 3 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/NN+Guest+House/data=!4m10!3m9!1s0xd22f908cce9e2df:0xb251475491b47fcb!5m2!4m1!1i2!8m2!3d40.2107401!4d-8.4276068!16s%2Fg%2F11g_y_7mrk!19sChIJ3-LpzAj5Ig0Ry3-0kVRHUbI?authuser=0&hl=pt-BR&rclk=1,No,,
Residencial Internacional,,'+351239825503,"Av. Emídio Navarro 4, 3000-150 Coimbra, Portugal","3,5",,PT,Av. Emídio Navarro 4,40.2085392,-8.4316016,"Hotel de 3 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Residencial+Internacional/data=!4m10!3m9!1s0xd22f90811d4acbd:0x8e157cb6fed4357e!5m2!4m1!1i2!8m2!3d40.2085392!4d-8.4316016!16s%2Fg%2F1tctyv00!19sChIJvazUEQj5Ig0RfjXU_rZ8FY4?authuser=0&hl=pt-BR&rclk=1,No,,
Residencial Aviz,,'+351239823718,"Av. Fernão de Magalhães 64, 3000-171 Coimbra, Portugal","3,9",,PT,Av. Fernão de Magalhães 64,40.2099115,-8.4315863,"Hotel de 3 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Residencial+Aviz/data=!4m10!3m9!1s0xd22f91cb2064a93:0xccf3fae5af575fa5!5m2!4m1!1i2!8m2!3d40.2099115!4d-8.4315863!16s%2Fg%2F1wk4fb3q!19sChIJk0oGshz5Ig0RpV9Xr-X688w?authuser=0&hl=pt-BR&rclk=1,No,,
Residencial Moeda,,'+351239824784,"R. da Moeda Nº81, 3000-283 Coimbra, Portugal","3,7",,PT,R. da Moeda Nº81,40.2106306,-8.4306536,"Hotel de 3 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Residencial+Moeda/data=!4m10!3m9!1s0xd22f9060ab47c4d:0x52377acad96c4be5!5m2!4m1!1i2!8m2!3d40.2106306!4d-8.4306536!16s%2Fg%2F1x5qv17b!19sChIJTXy0Cgb5Ig0R5Uts2cp6N1I?authuser=0&hl=pt-BR&rclk=1,No,,
Conímbriga Hotel do Paço,,,"R. Francisco de Lemos 43, 3150-142 Condeixa-a-Nova, Portugal","4,5",,PT,R. Francisco de Lemos 43,40.117208,-8.496959,"Hotel in Coimbra, Portugal",https://www.google.com/maps/place/Con%C3%ADmbriga+Hotel+do+Pa%C3%A7o/data=!4m10!3m9!1s0xd2258885bf47f17:0x58d859eb1df75675!5m2!4m1!1i2!8m2!3d40.117208!4d-8.496959!16s%2Fg%2F1q64qp81r!19sChIJF3_0W4hYIg0RdVb3HetZ2Fg?authuser=0&hl=pt-BR&rclk=1,No,,
Bussaco Palace Hotel,,,"Mata do Bussaco, 3050-261 Luso, Portugal","4,5",,PT,Mata do Bussaco,40.37599,-8.365055,"Hotel de 5 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Bussaco+Palace+Hotel/data=!4m10!3m9!1s0xd2303b2426964cb:0x6d957a0f854da921!5m2!4m1!1i2!8m2!3d40.37599!4d-8.365055!16s%2Fm%2F04cw_v8!19sChIJy2RpQrIDIw0RIalNhQ96lW0?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Vila Galé Coimbra,,,"R. Abel Dias Urbano 20, 3000-001 Coimbra, Portugal","4,4",,PT,R. Abel Dias Urbano 20,40.214048,-8.435853,"Hotel de 4 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Hotel+Vila+Gal%C3%A9+Coimbra/data=!4m10!3m9!1s0xd22f90342083d87:0xece49b392333d480!5m2!4m1!1i2!8m2!3d40.214048!4d-8.435853!16s%2Fg%2F1tj4crtq!19sChIJhz0IQgP5Ig0RgNQzIzmb5Ow?authuser=0&hl=pt-BR&rclk=1,No,,
Casa dos Carvalhos,,'+351931379000,"Tv. Nova da Rua Antonio Jose Almeida 3, Coimbra, Portugal","4,5",,PT,Tv. Nova da Rua Antonio Jose Almeida 3,40.2135611,-8.4231491,"Hotel de 4 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Casa+dos+Carvalhos/data=!4m10!3m9!1s0xd22f94d441d9ad5:0xe4c232938e64cfe6!5m2!4m1!1i2!8m2!3d40.2135611!4d-8.4231491!16s%2Fg%2F11j1hj0_4m!19sChIJ1ZodRE35Ig0R5s9kjpMywuQ?authuser=0&hl=pt-BR&rclk=1,No,,
Restaurante Dom Dinis,,'+351239490054,"Entroncamento de, 3350-087 Vila Nova de Poiares, Portugal","4,5",,PT,Entroncamento de,40.1996405,-8.2416552,"Hotel de 4 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Restaurante+Dom+Dinis/data=!4m10!3m9!1s0xd22e561d956d161:0x3c1c9705c369593e!5m2!4m1!1i2!8m2!3d40.1996405!4d-8.2416552!16s%2Fg%2F11h0tqvdz6!19sChIJYdFW2WHlIg0RPllpwwWXHDw?authuser=0&hl=pt-BR&rclk=1,No,,
Portuguese Outdoor Experiences,,,"3330-408, Portugal","4,7",,PT,,40.185683,-8.148474,"Hotel Resort in Coimbra, Portugal",https://www.google.com/maps/place/Portuguese+Outdoor+Experiences/data=!4m7!3m6!1s0xd22e7e27190c9cd:0x5b83347b94d64670!8m2!3d40.185683!4d-8.148474!16s%2Fg%2F1ptz0g9t_!19sChIJzcmQceLnIg0RcEbWlHs0g1s?authuser=0&hl=pt-BR&rclk=1,No,,
Casa de Tent'Tugal,,'+351961768009,"R. Dom Sisnando 7, 3140-567, Portugal","5,0",,PT,R. Dom Sisnando 7,40.224235,-8.5847137,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casa+de+Tent%27Tugal/data=!4m10!3m9!1s0xd2251003a5e3759:0x74e87b22b71c790a!5m2!4m1!1i2!8m2!3d40.224235!4d-8.5847137!16s%2Fg%2F11y5cmxv0k!19sChIJWTdeOgBRIg0RCnkctyJ76HQ?authuser=0&hl=pt-BR&rclk=1,No,,
Casa do Prior,,,"Urbanização Charles Cide, Cantanhede, Portugal","4,8",,PT,Urbanização Charles Cide,40.339427,-8.5934745,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casa+do+Prior/data=!4m7!3m6!1s0xd23ad133a2c2739:0x4829f285a7073645!8m2!3d40.339427!4d-8.5934745!16s%2Fg%2F11s7mk65cv!19sChIJOScsOhOtIw0RRTYHp4XyKUg?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Thocamalu's,,,"R. do Irol 10, Covelo, Portugal","4,8",,PT,R. do Irol 10,40.3112877,-8.0884208,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Thocamalu%27s/data=!4m7!3m6!1s0xd22df002e6334e7:0xd7a7503b88e0a1e!8m2!3d40.3112877!4d-8.0884208!16s%2Fg%2F11lm_r3p47!19sChIJ5zRjLgDfIg0RHgqOuAN1eg0?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa di Murciani (Beerpong),,,"R. Guerra Junqueiro 55, 3000-379 Coimbra, Portugal","4,4",,PT,R. Guerra Junqueiro 55,40.2129372,-8.4258762,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casa+di+Murciani+%28Beerpong%29/data=!4m7!3m6!1s0xd22f9760bb1069b:0x1b0fce3f9666ac9b!8m2!3d40.2129372!4d-8.4258762!16s%2Fg%2F11s44690ff!19sChIJmwaxC3b5Ig0Rm6xmlj_ODxs?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Ruben Proxeneta,,'+351962912578,"R. Fausto Gonçalves, 3030-185 Coimbra, Portugal","5,0",,PT,R. Fausto Gonçalves,40.199879,-8.4004741,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Ruben+Proxeneta/data=!4m7!3m6!1s0xd22f90068f86e61:0xc269c0c64b200df6!8m2!3d40.199879!4d-8.4004741!16s%2Fg%2F11ywzw2gy_!19sChIJYW74aAD5Ig0R9g0gS8bAacI?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Alojamento Local Casa da Portela,,,"Bairro da Portela no 2, 3360 Penacova, Portugal","4,8",,PT,Bairro da Portela no 2,40.2640716,-8.2870804,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Alojamento+Local+Casa+da+Portela/data=!4m7!3m6!1s0xd22e3001b435b05:0x166d10bea3a05848!8m2!3d40.2640716!4d-8.2870804!16s%2Fg%2F11vxpw4blg!19sChIJBVtDGwDjIg0RSFigo74QbRY?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa do Operário,,,"Rua Águas Furtadas 15, 3130-539 Soure, Portugal","4,6",,PT,Rua Águas Furtadas 15,40.0466434,-8.5970042,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casa+do+Oper%C3%A1rio/data=!4m7!3m6!1s0xd225ddcd8abe95b:0xd9db0bfd5605df67!8m2!3d40.0466434!4d-8.5970042!16s%2Fg%2F11l1mst00w!19sChIJW-mr2NxdIg0RZ98FVv0L29k?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Quinta Tardis,,,"2JMX+95, 3230-338, Portugal","3,0",,PT,2JMX+95,40.0334602,-8.3519891,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Quinta+Tardis/data=!4m7!3m6!1s0xd22f3f782931613:0x4813175f93702600!8m2!3d40.0334602!4d-8.3519891!16s%2Fg%2F11tg3hrlfy!19sChIJExaTgvfzIg0RACZwk18XE0g?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Urbanização Quinta da Lomba,,,"R. Pe. António Nogueira Gonçalves, 3030-416 Coimbra, Portugal","4,7",,PT,R. Pe. António Nogueira Gonçalves,40.2017093,-8.3986154,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Urbaniza%C3%A7%C3%A3o+Quinta+da+Lomba/data=!4m7!3m6!1s0xd22f966305c38c9:0x13e2ea2d10f2b4a4!8m2!3d40.2017093!4d-8.3986154!16s%2Fg%2F11svc036x9!19sChIJyThcMGb5Ig0RpLTyEC3q4hM?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa do Ferreiro II,,'+351961488396,"Raposeira, Góis, Raposeira, 3330 Góis, Portugal","4,3",,PT,Raposeira,40.1729011,-8.1004295,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casa+do+Ferreiro+II/data=!4m10!3m9!1s0xd22c36a96055f8d:0xeba5bf61da643adf!5m2!4m1!1i2!8m2!3d40.1729011!4d-8.1004295!16s%2Fg%2F11kk04pfrl!19sChIJjV8FlmrDIg0R3zpk2mG_pes?authuser=0&hl=pt-BR&rclk=1,No,,
Casa Serpins,,,"Rua de Setor Cristo, Portugal",,,PT,Rua de Setor Cristo,40.1600497,-8.195405,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casa+Serpins/data=!4m7!3m6!1s0xd22e900439def59:0xf394a22cae8b540!8m2!3d40.1600497!4d-8.195405!16s%2Fg%2F11zcnppwf6!19sChIJWe-dQwDpIg0RQLXoyiJKOQ8?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa Vicente,,,"R. Gil Vicente 103, 3000-203 Coimbra, Portugal",,,PT,R. Gil Vicente 103,40.2110549,-8.4082052,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casa+Vicente/data=!4m10!3m9!1s0xd22f90060fd041d:0xfb45302e80d81f9!5m2!4m1!1i2!8m2!3d40.2110549!4d-8.4082052!16s%2Fg%2F11yp5nn7v8!19sChIJHQT9YAD5Ig0R-YEN6AJTtA8?authuser=0&hl=pt-BR&rclk=1,No,,
Coimbra,,,"R. Sobre Ribas, 3000-180 Coimbra, Portugal",,,PT,R. Sobre Ribas,40.2093729,-8.4283269,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Coimbra/data=!4m7!3m6!1s0xd22f90036b239e9:0x2587ae0aa880e6d2!8m2!3d40.2093729!4d-8.4283269!16s%2Fg%2F11zh8jtkv4!19sChIJ6TmyNgD5Ig0R0uaAqAquhyU?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Vivenda Mateus Granjal,,,"R. da Capela, 3440-502 Treixedo, Portugal",,,PT,R. da Capela,40.4116713,-8.0995104,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Vivenda+Mateus+Granjal/data=!4m7!3m6!1s0xd2321005cee2bf5:0x886ea714840dd3ac!8m2!3d40.4116713!4d-8.0995104!16s%2Fg%2F11y_rzgnf8!19sChIJ9SvuXAAhIw0RrNMNhBSnbog?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Studios SafeRent LDA,,,"R. Guerra Junqueiro 35, 3000-207 Coimbra, Portugal",,,PT,R. Guerra Junqueiro 35,40.2128716,-8.4249895,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Studios+SafeRent+LDA/data=!4m7!3m6!1s0xd22f9cfb77d6ba9:0x8f8ee93448802a25!8m2!3d40.2128716!4d-8.4249895!16s%2Fg%2F11k3h4c68v!19sChIJqWt9t8_5Ig0RJSqASDTpjo8?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
colonia de freias pedro,,,"CM1361, Portugal",,,PT,CM1361,40.1861969,-8.151568,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/colonia+de+freias+pedro/data=!4m7!3m6!1s0xd22e700142365ab:0x5a4a003417a39839!8m2!3d40.1861969!4d-8.151568!16s%2Fg%2F11mcnm6p4t!19sChIJq2UjFADnIg0ROZijFzQASlo?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casal das Fontainhas,,,"R. do Comareiro 2, 3040 Antanhol, Portugal",,,PT,R. do Comareiro 2,40.1795349,-8.4524529,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casal+das+Fontainhas/data=!4m7!3m6!1s0xd22f9007659d77d:0x27be1a9ffdbab854!8m2!3d40.1795349!4d-8.4524529!16s%2Fg%2F11l_8433dx!19sChIJfddZdgD5Ig0RVLi6_Z8avic?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Śao João de Areias Cancaela,,,"Estr. Principal 76, 3440-471 São João de Areias, Portugal",,,PT,Estr. Principal 76,40.3907843,-8.0859918,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/%C5%9Aao+Jo%C3%A3o+de+Areias+Cancaela/data=!4m7!3m6!1s0xd23210076295db3:0x2fed6a69ab9be783!8m2!3d40.3907843!4d-8.0859918!16s%2Fg%2F11wj5_n9lc!19sChIJs10pdgAhIw0Rg-ebq2lq7S8?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Vale da grila,,'+351934293091,"3230-365 Penela, Portugal",,,PT,,40.0270507,-8.3828342,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Vale+da+grila/data=!4m7!3m6!1s0xd22f36670affd4f:0x2045ab298fccb7df!8m2!3d40.0270507!4d-8.3828342!16s%2Fg%2F11s3bxw21w!19sChIJT_2vcGbzIg0R37fMjymrRSA?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
House Camp,,,"3780-599 Vilarinho do Bairro, Portugal","5,0",1,PT,,40.4220724,-8.5158596,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/House+Camp/data=!4m7!3m6!1s0xd23a9ea4be23f25:0x11c6439d3d7f19b1!8m2!3d40.4220724!4d-8.5158596!16s%2Fg%2F11vf6cg3lk!19sChIJJT_iS-qpIw0RsRl_PZ1DxhE?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa Vacaciones Praia de Mira,,,"R. das Rosas 29, 3070-746 Videira Sul, Portugal","5,0",,PT,R. das Rosas 29,40.4363416,-8.7850757,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Casa+Vacaciones+Praia+de+Mira/data=!4m10!3m9!1s0xd23b763ee6a0931:0x90af20e1de28c877!5m2!4m1!1i2!8m2!3d40.4363416!4d-8.7850757!16s%2Fg%2F11vb5cv7j0!19sChIJMQlq7mO3Iw0Rd8go3uEgr5A?authuser=0&hl=pt-BR&rclk=1,No,,
Lobeira,,,"Sandinha, Góis, Portugal","5,0",1,PT,Sandinha,40.1525942,-8.0514168,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Lobeira/data=!4m7!3m6!1s0xd22c3668018c22b:0xcffe2b5ce39396d!8m2!3d40.1525942!4d-8.0514168!16s%2Fg%2F11swzxc8tf!19sChIJK8IYgGbDIg0RbTk5zrXi_ww?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Reinaldo e Cristina,,,"Av. Sá Carneiro 11b, 3430-751 viseu, Portugal",,,PT,Av. Sá Carneiro 11b,40.4111294,-8.0417361,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Reinaldo+e+Cristina/data=!4m7!3m6!1s0xd23270040fddc41:0xc4e141aba68086f6!8m2!3d40.4111294!4d-8.0417361!16s%2Fg%2F11wnpb8rmq!19sChIJQdz9QAAnIw0R9oaApqtB4cQ?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Quimpecavel,,'+351919200705,"3080-177 Figueira da Foz, Portugal","3,0",,PT,,40.15057,-8.8621581,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Quimpecavel/data=!4m10!3m9!1s0xd22370012d8cc8b:0xc32488e38244fe19!5m2!4m1!1i2!8m2!3d40.15057!4d-8.8621581!16s%2Fg%2F11vq15yd63!19sChIJi8zYEgA3Ig0RGf5EguOIJMM?authuser=0&hl=pt-BR&rclk=1,No,,
Maias House Lda,,,"R. das Oliveiras 21, 3090-646 Figueira da Foz, Portugal","5,0",,PT,R. das Oliveiras 21,40.1477172,-8.820576,"Hospedagem domiciliar in Coimbra, Portugal",https://www.google.com/maps/place/Maias+House+Lda/data=!4m10!3m9!1s0xd224900110cd4f9:0xa7cb2f8aaccece55!5m2!4m1!1i2!8m2!3d40.1477172!4d-8.820576!16s%2Fg%2F11xt5yfh8j!19sChIJ-dQMEQBJIg0RVc7OrIovy6c?authuser=0&hl=pt-BR&rclk=1,No,,
Penedo da Saudade - Suites & Hostel,,,"Av. Dr, Av. Marnoco e Sousa 18B, 3000-271 Coimbra, Portugal","4,6",,PT,Av. Marnoco e Sousa 18B,40.204318,-8.417284,"Hotel de 2 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Penedo+da+Saudade+-+Suites+%26+Hostel/data=!4m10!3m9!1s0xd22f99f993139a3:0x6f986418dc45070f!5m2!4m1!1i2!8m2!3d40.204318!4d-8.417284!16s%2Fg%2F11f5v0347h!19sChIJozkxmZ_5Ig0RDwdF3BhkmG8?authuser=0&hl=pt-BR&rclk=1,No,,
NS Hostel & Suites,,'+351239821343,"Rua Lourenço Almeida de Azevedo, n.3e4, 3000-250 Coimbra, Portugal","3,7",,PT,n.3e4,40.2099989,-8.4189716,"Hotel de 2 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/NS+Hostel+%26+Suites/data=!4m10!3m9!1s0xd22f97473ebc003:0xd9c27cd000762e83!5m2!4m1!1i2!8m2!3d40.2099989!4d-8.4189716!16s%2Fg%2F12vtj8nqc!19sChIJA8Drc3T5Ig0Rgy52ANB8wtk?authuser=0&hl=pt-BR&rclk=1,No,,
Coimbra Portagem Hostel,,'+351239600134,"da Portagem, R. da Couraça Estrela 5 11 L, 3000-433 Coimbra, Portugal","3,9",,PT,R. da Couraça Estrela 5 11 L,40.2071097,-8.4291317,"Hotel de 2 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Coimbra+Portagem+Hostel/data=!4m10!3m9!1s0xd22f907d7fd2bb7:0x1c435984b115f435!5m2!4m1!1i2!8m2!3d40.2071097!4d-8.4291317!16s%2Fg%2F11btv6948z!19sChIJtyv91wf5Ig0RNfQVsYRZQxw?authuser=0&hl=pt-BR&rclk=1,No,,
Casa d'Cimo,,'+351910951735,"Rua do Cimo Cabreira, Cadafaz, Cabreira, 3330-013, Portugal","3,0",,PT,Cabreira,40.1416857,-8.0700163,"Hotel de 2 estrelas in Coimbra, Portugal",https://www.google.com/maps/place/Casa+d%27Cimo/data=!4m10!3m9!1s0xd22c3a2ed5708ef:0x6279f9e80f153279!5m2!4m1!1i2!8m2!3d40.1416857!4d-8.0700163!16s%2Fg%2F11g8xkd7xq!19sChIJ7whX7aLDIg0ReTIVD-j5eWI?authuser=0&hl=pt-BR&rclk=1,No,,
Bus Station SUITES&STUDIOS,,'+351917575186,"Av. Fernão de Magalhães 635, 3000-174 Coimbra, Portugal","4,6",,PT,Av. Fernão de Magalhães 635,40.2164156,-8.4368405,"Albergue in Coimbra, Portugal",https://www.google.com/maps/place/Bus+Station+SUITES%26STUDIOS/data=!4m10!3m9!1s0xd22f9117181263b:0x26321bc25a11421c!5m2!4m1!1i2!8m2!3d40.2164156!4d-8.4368405!16s%2Fg%2F11rt9s3ccl!19sChIJOyaBcRH5Ig0RHEIRWsIbMiY?authuser=0&hl=pt-BR&rclk=1,No,,
NR Suites - Alojamento Local,,'+351913256472,"R. de Santo António 53, 3050-322 Mealhada, Portugal","4,9",,PT,R. de Santo António 53,40.3841244,-8.4430124,"Albergue in Coimbra, Portugal",https://www.google.com/maps/place/NR+Suites+-+Alojamento+Local/data=!4m10!3m9!1s0xd2301001c6ffd55:0xdf6640b25ab85433!5m2!4m1!1i2!8m2!3d40.3841244!4d-8.4430124!16s%2Fg%2F11y4bxyyv5!19sChIJVf1vHAABIw0RM1S4WrJAZt8?authuser=0&hl=pt-BR&rclk=1,No,,
Be Scobar Hostel,,'+351962365128,"R. do Corvo 43, 3000-124 Coimbra, Portugal","5,0",1,PT,R. do Corvo 43,40.2104475,-8.4297398,"Albergue in Coimbra, Portugal",https://www.google.com/maps/place/Be+Scobar+Hostel/data=!4m10!3m9!1s0xd22f90606ca9aad:0x1f5c4bd280e329da!5m2!4m1!1i2!8m2!3d40.2104475!4d-8.4297398!16s%2Fg%2F11cm_g03df!19sChIJrZrKBgb5Ig0R2injgNJLXB8?authuser=0&hl=pt-BR&rclk=1,No,,
